job_role_applied,gender,nationality,education_level,university_tier,relevant_experience_years,skill_match_score,interview_score,Hiring Probability,Decision
Data Analyst,Male,Other,Master,Tier 3,5.99,0.795,61.8,0.09219978883042337,❌ REJECT
Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 3,3.94,0.6,79.4,0.09157427574508692,❌ REJECT
Data Analyst,Male,American,Bachelor,Unknown,9.36,0.525,45.2,0.23990987811802314,❌ REJECT
Data Analyst,Female,Indian,High School,Unknown,7.16,0.792,90.7,0.20960830396203176,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 2,5.01,0.283,65.5,0.07115008407302156,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),21.55,0.87,93.2,0.8216997134816124,✅ SHORTLIST
Data Analyst,Male,Indian,PhD,Tier 3,4.91,1.0,80.4,0.2873474237420781,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,9.87,1.0,89.1,0.34492573083406675,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,14.21,0.824,98.0,0.7011059512715883,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 1 (Top),17.54,1.0,98.0,0.8508758433174803,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,13.53,0.595,49.9,0.10091872168808669,❌ REJECT
Data Analyst,Male,Asian (other),Master,Unknown,7.37,0.666,92.0,0.156727623768488,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,12.77,0.544,81.8,0.1352519428719663,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,9.84,0.722,92.9,0.32233183982210806,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),5.49,0.941,81.8,0.3977309785725497,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),9.03,1.0,94.7,0.30135084121163574,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 1 (Top),12.32,1.0,92.1,0.5504545963648476,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,8.4,0.99,66.5,0.5860341540144524,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),13.02,0.432,73.3,0.08167510185875271,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,9.54,0.374,82.4,0.05937025597706867,❌ REJECT
Data Analyst,Non-binary/Other,Other,Bachelor,Tier 3,10.55,0.943,83.5,0.31882736448647075,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,12.4,1.0,90.0,0.799754191068639,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 2,20.2,0.814,71.6,0.25516464314322557,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 1 (Top),6.72,0.809,98.0,0.38024575963829754,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,3.65,0.535,72.3,0.07923057144487074,❌ REJECT
Data Analyst,Male,European,High School,Tier 2,12.67,1.0,79.5,0.4788402005217412,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),4.13,0.801,98.0,0.39436115037160335,❌ REJECT
Data Analyst,Female,Indian,PhD,Tier 3,3.23,0.643,83.6,0.10407987131175445,❌ REJECT
Data Analyst,Male,Other,Master,Tier 1 (Top),5.53,0.802,86.3,0.21427635346818416,❌ REJECT
Data Analyst,Male,Indian,Master,Unknown,8.34,1.0,85.3,0.4794643943609881,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,6.72,0.457,68.6,0.01455731173444143,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 1 (Top),4.79,0.426,78.6,0.05180378735536727,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,11.06,0.885,96.3,0.7397174962557733,✅ SHORTLIST
Data Analyst,Non-binary/Other,Indian,High School,Tier 2,24.48,0.758,73.8,0.4496837842702987,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,21.48,1.0,84.0,0.6632092296824896,✅ SHORTLIST
Data Analyst,Male,American,Master,Tier 1 (Top),11.08,0.692,91.8,0.7755383477397187,✅ SHORTLIST
Data Analyst,Female,Asian (other),Bachelor,Tier 3,13.72,0.847,82.1,0.29851708998156284,❌ REJECT
Data Analyst,Male,American,PhD,Tier 2,11.29,0.883,82.0,0.7012430891072335,✅ SHORTLIST
Data Analyst,Female,European,Master,Tier 3,11.94,0.48,86.3,0.13819757718171005,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 1 (Top),8.5,0.819,57.4,0.21753685185919647,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,10.51,0.645,69.4,0.1293303777084831,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,7.75,0.857,80.5,0.6486701998590451,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,9.32,0.562,83.8,0.08438240698674089,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,7.4,0.694,88.3,0.23013703721047346,❌ REJECT
Data Analyst,Female,European,Master,Tier 2,14.02,0.84,81.0,0.2729469352538006,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,10.6,1.0,79.3,0.4853545671256315,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 3,4.49,0.472,73.8,0.04727135957405294,❌ REJECT
Data Analyst,Female,African,PhD,Tier 3,8.81,0.729,98.0,0.41444489857152184,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,11.28,1.0,96.5,0.8213765783679318,✅ SHORTLIST
Data Analyst,Male,European,High School,Tier 1 (Top),9.89,0.959,78.4,0.3608138370480859,❌ REJECT
Data Analyst,Male,African,Master,Tier 3,6.47,0.74,81.7,0.25070766146436035,❌ REJECT
Data Analyst,Non-binary/Other,Indian,Bachelor,Unknown,8.88,1.0,77.1,0.24415222057868913,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),9.16,1.0,78.8,0.46968298420761095,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,27.04,1.0,98.0,0.8769634818666865,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Tier 2,10.91,0.751,68.7,0.18208812752752604,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,4.93,0.764,81.7,0.1932859439997551,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 3,4.98,0.759,78.7,0.1732027582349054,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,6.34,0.605,46.1,0.502985687907523,✅ SHORTLIST
Data Analyst,Male,American,Master,Tier 2,17.03,1.0,98.0,0.8887398705743251,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),7.52,1.0,76.4,0.35078743393526574,❌ REJECT
Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 3,5.18,0.438,83.9,0.06991627021306628,❌ REJECT
Data Analyst,Male,American,Bachelor,Unknown,7.79,0.477,98.0,0.15272936384709013,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,9.59,0.523,93.7,0.3068622766531913,❌ REJECT
Data Analyst,Male,European,PhD,Tier 3,6.72,0.788,98.0,0.6980075389789753,✅ SHORTLIST
Data Analyst,Male,Other,Bachelor,Tier 3,6.41,0.861,98.0,0.6795603192443218,✅ SHORTLIST
Data Analyst,Male,Other,Master,Tier 2,11.45,1.0,96.2,0.8214446358337801,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Unknown,8.66,1.0,87.5,0.39103455155449235,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 1 (Top),13.89,1.0,74.3,0.7375096737730492,✅ SHORTLIST
Data Analyst,Female,American,Master,Tier 2,10.32,1.0,81.5,0.692070470732068,✅ SHORTLIST
Data Analyst,Male,African,PhD,Tier 2,20.01,1.0,70.8,0.7343355773170795,✅ SHORTLIST
Data Analyst,Male,European,Bachelor,Tier 3,6.61,0.901,93.8,0.22668016009965977,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,10.82,0.598,98.0,0.19628758045318956,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,3.98,0.675,98.0,0.2638897362001538,❌ REJECT
Data Analyst,Female,American,High School,Tier 3,18.74,0.89,80.7,0.3792061507140461,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,5.03,0.745,96.5,0.15358748964547303,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 2,3.6,0.932,81.5,0.15538353656811008,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,4.33,0.997,91.4,0.37663213630940034,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,12.92,0.687,92.6,0.22662549614025898,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 3,4.88,0.587,87.1,0.0799705976109162,❌ REJECT
Data Analyst,Male,Asian (other),High School,Unknown,4.65,0.601,79.5,0.08711888269899878,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),11.76,0.879,72.7,0.2684340660965542,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 2,7.3,0.933,74.2,0.21656169187915533,❌ REJECT
Data Analyst,Female,Asian (other),PhD,Tier 2,10.86,1.0,75.2,0.3532159092654547,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,9.73,0.65,86.0,0.2258475654363321,❌ REJECT
Data Analyst,Male,American,High School,Tier 2,3.0,0.531,89.1,0.11498271350328977,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 2,19.11,1.0,86.7,0.6061637439740216,✅ SHORTLIST
Data Analyst,Male,American,High School,Tier 3,12.76,0.587,60.9,0.08624179531223515,❌ REJECT
Data Analyst,Female,European,Master,Tier 1 (Top),14.71,0.954,82.0,0.48880456552632784,❌ REJECT
Data Analyst,Male,European,Master,Tier 2,6.9,0.855,83.1,0.32140202152091263,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 2,4.38,0.804,97.8,0.22308924154074813,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 2,5.1,0.37,66.5,0.03280960257693851,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,11.8,0.944,70.8,0.24604536954650846,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 1 (Top),4.78,0.855,96.4,0.21882601327502524,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,9.12,0.895,85.8,0.5292865646537485,✅ SHORTLIST
Data Analyst,Male,European,High School,Tier 2,13.62,1.0,69.0,0.38952669032498904,❌ REJECT
Data Analyst,Female,American,Master,Tier 3,6.97,0.872,74.3,0.20479200020866975,❌ REJECT
Data Analyst,Male,Other,Master,Tier 1 (Top),7.19,0.735,94.4,0.4167562578655145,❌ REJECT
Data Analyst,Male,European,Master,Tier 2,3.38,0.916,78.6,0.4763185223643742,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,5.49,1.0,90.3,0.35154698600131623,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,4.76,0.96,79.9,0.29724766667848973,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,8.78,0.684,82.8,0.5854472155781196,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,4.33,0.839,77.6,0.21004555533355743,❌ REJECT
Data Analyst,Female,American,Master,Tier 3,5.61,0.471,81.2,0.08891588585153412,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),20.29,1.0,83.5,0.7266631366109262,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,6.72,0.634,86.4,0.5508860987127141,✅ SHORTLIST
Data Analyst,Male,Other,High School,Tier 2,13.68,0.856,91.6,0.34531485006533025,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),7.75,0.56,88.3,0.11228867028507071,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 1 (Top),4.79,0.977,89.1,0.23011359583279886,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 3,3.06,0.672,68.6,0.06470197093847065,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),8.83,0.96,98.0,0.5501383859538659,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),12.38,0.893,85.3,0.6943173128991316,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 2,6.12,0.661,86.7,0.1730586260714799,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 1 (Top),7.19,0.979,95.5,0.47157142306142996,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,8.97,0.898,89.5,0.6694442754951548,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,10.0,0.47,61.4,0.16098017993326239,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,8.54,1.0,81.5,0.312994086295508,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,5.7,0.376,86.3,0.44313710898962483,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,5.37,0.833,75.5,0.11547530986319769,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 2,16.56,1.0,63.9,0.42609614342745306,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,21.75,0.521,72.2,0.16100410612102187,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,12.28,0.878,93.2,0.4614621478562373,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,7.24,1.0,65.3,0.4087631558893786,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 1 (Top),9.33,0.895,98.0,0.643284548014909,✅ SHORTLIST
Data Analyst,Male,African,Master,Tier 2,9.99,0.873,70.6,0.14342501780418135,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,4.41,0.493,81.7,0.051815517872902034,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,7.46,0.69,95.6,0.19201472366535088,❌ REJECT
Data Analyst,Female,Other,Master,Tier 2,6.31,0.547,87.4,0.06468185095225248,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,7.23,0.645,83.7,0.1243181116690915,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,5.77,1.0,72.0,0.5507639579697373,✅ SHORTLIST
Data Analyst,Female,American,High School,Tier 1 (Top),8.46,0.654,91.9,0.22754144082375874,❌ REJECT
Data Analyst,Non-binary/Other,American,High School,Tier 3,11.37,1.0,92.6,0.57905241299502,✅ SHORTLIST
Data Analyst,Non-binary/Other,Asian (other),Master,Tier 2,9.64,0.81,86.7,0.3706868550982306,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,8.93,1.0,95.0,0.7133494531435012,✅ SHORTLIST
Data Analyst,Male,European,Master,Tier 3,24.64,1.0,65.5,0.31439773817792444,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,17.12,1.0,98.0,0.6622985615517846,✅ SHORTLIST
Data Analyst,Male,Other,Master,Tier 2,7.92,0.926,86.2,0.4062065527950314,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 1 (Top),7.39,0.844,57.6,0.1887663364931827,❌ REJECT
Data Analyst,Female,Other,Master,Tier 2,7.22,0.795,76.0,0.1920888488509637,❌ REJECT
Data Analyst,Male,European,Master,Tier 3,8.19,0.709,85.6,0.19762564827588786,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 1 (Top),25.57,1.0,98.0,0.5671621945484785,✅ SHORTLIST
Data Analyst,Non-binary/Other,African,Bachelor,Tier 3,8.43,0.672,65.5,0.197473574058806,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 1 (Top),3.64,0.424,73.1,0.10985733490177324,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,14.43,0.638,95.9,0.24074771362307867,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,8.23,0.76,96.1,0.4580731360579693,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,7.01,0.974,91.7,0.2861369523438727,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,7.53,1.0,97.8,0.745736225502468,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Unknown,11.4,1.0,84.5,0.3883405674016506,❌ REJECT
Data Analyst,Female,African,Master,Tier 3,7.84,0.545,92.9,0.09304491003800548,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,21.32,0.913,91.2,0.5676634473731395,✅ SHORTLIST
Data Analyst,Female,Asian (other),Master,Tier 3,14.14,0.85,74.3,0.6560576606240923,✅ SHORTLIST
Data Analyst,Female,European,Master,Tier 1 (Top),12.41,0.704,78.2,0.25856166943649944,❌ REJECT
Data Analyst,Female,American,Master,Tier 1 (Top),5.45,0.925,81.7,0.2332378430774572,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 1 (Top),12.46,1.0,97.6,0.8310931686133926,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),5.2,0.898,98.0,0.6827868597484894,✅ SHORTLIST
Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 2,15.4,0.83,54.2,0.2101895236511042,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),12.1,0.906,84.4,0.5798892590323684,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,9.49,0.708,77.7,0.19919342556550024,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,4.96,0.714,84.9,0.15132185627938827,❌ REJECT
Data Analyst,Male,African,Master,Tier 3,5.95,0.609,79.1,0.12996121598338992,❌ REJECT
Data Analyst,Female,European,High School,Tier 2,4.14,0.646,79.8,0.07484304940250781,❌ REJECT
Data Analyst,Male,American,High School,Tier 1 (Top),15.82,0.817,74.2,0.296172285115403,❌ REJECT
Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 2,8.93,0.654,80.6,0.10110942013313685,❌ REJECT
Data Analyst,Male,American,Master,Unknown,7.47,0.667,98.0,0.2676906346646053,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,6.19,0.708,86.5,0.19501267383517631,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,11.95,1.0,78.7,0.4022021853805667,❌ REJECT
Data Analyst,Male,Asian (other),PhD,Tier 1 (Top),9.92,0.9,70.3,0.20193242906573064,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,13.49,0.753,92.0,0.3190219907076116,❌ REJECT
Data Analyst,Male,Indian,Master,Unknown,4.16,0.922,97.3,0.3341766128584368,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,10.7,0.903,72.5,0.6222116178187371,✅ SHORTLIST
Data Analyst,Male,European,Bachelor,Tier 3,11.35,0.928,98.0,0.7306941526623502,✅ SHORTLIST
Data Analyst,Female,African,Master,Tier 2,5.56,0.855,98.0,0.28136102622681797,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 2,10.41,0.768,75.5,0.189004239998518,❌ REJECT
Data Analyst,Female,African,PhD,Tier 1 (Top),6.53,1.0,98.0,0.743118504979184,✅ SHORTLIST
Data Analyst,Male,Indian,PhD,Tier 1 (Top),4.11,0.712,98.0,0.20705423703429776,❌ REJECT
Data Analyst,Male,European,Master,Tier 1 (Top),23.26,1.0,92.3,0.9007233423833766,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Tier 2,7.29,0.76,98.0,0.24447089242712955,❌ REJECT
Data Analyst,Male,American,Bachelor,Unknown,4.91,0.894,84.8,0.2333042532053315,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 3,6.41,0.48,95.1,0.0784596911732221,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,10.23,0.836,83.1,0.2179687988700715,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,9.96,1.0,80.7,0.7506199077390954,✅ SHORTLIST
Data Analyst,Female,Other,Bachelor,Tier 3,9.01,0.391,59.3,0.05645834482704406,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,4.01,0.83,83.6,0.23480891010861843,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,6.32,0.95,89.0,0.637426287416236,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,6.39,0.933,88.6,0.35251847020225746,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,10.64,1.0,88.4,0.6016441662369835,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,19.77,1.0,94.8,0.8788531816535183,✅ SHORTLIST
Data Analyst,Female,European,High School,Tier 2,4.84,0.561,75.4,0.05586627918254638,❌ REJECT
Data Analyst,Male,Other,Master,Unknown,4.36,0.878,79.4,0.1845825401977019,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 1 (Top),4.24,0.887,87.8,0.39837063657661886,❌ REJECT
Data Analyst,Female,American,Master,Tier 1 (Top),7.89,0.367,64.4,0.1502370332924146,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),6.66,0.674,91.7,0.17888446468274122,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,13.47,0.84,73.3,0.4961822808602887,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,7.21,0.65,86.7,0.5520669758686801,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,4.98,0.424,90.6,0.12717106011055263,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,19.2,0.909,67.4,0.3073594007916,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 1 (Top),3.14,0.998,81.4,0.17849363759635292,❌ REJECT
Data Analyst,Female,European,Master,Tier 3,7.67,0.538,66.3,0.048534403764601004,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,15.43,0.669,81.6,0.2067229494783974,❌ REJECT
Data Analyst,Male,European,Master,Tier 2,9.1,0.775,47.7,0.11678390652550914,❌ REJECT
Data Analyst,Female,European,Master,Tier 1 (Top),8.42,0.998,58.6,0.15812312354159064,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 3,7.55,1.0,98.0,0.7466337777841648,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),9.48,0.631,64.3,0.05627689703741087,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,4.88,0.745,83.4,0.1425968976449715,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),6.62,0.818,96.4,0.21659937755073716,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,14.14,1.0,73.6,0.2349744267173798,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,9.26,0.881,90.5,0.6757321560079133,✅ SHORTLIST
Data Analyst,Male,Other,Master,Tier 2,11.57,0.532,92.7,0.6040148254933638,✅ SHORTLIST
Data Analyst,Male,Other,High School,Tier 3,14.61,1.0,64.8,0.2745475674271236,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),8.82,0.502,71.4,0.08255681858267476,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 2,6.59,0.83,66.8,0.6868838086900984,✅ SHORTLIST
Data Analyst,Male,African,Master,Tier 2,14.2,0.787,79.0,0.6319134487192972,✅ SHORTLIST
Data Analyst,Female,American,High School,Tier 3,11.84,0.809,75.5,0.1889499552490844,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,13.46,1.0,73.0,0.3247801898951463,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,4.88,1.0,87.5,0.6663251197199045,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,5.09,0.895,91.4,0.19789915641601577,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 2,16.44,0.918,86.9,0.7892157809034969,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,11.93,0.715,73.8,0.07471567055511151,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,3.39,0.899,73.0,0.29114773691130547,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,8.85,0.722,95.1,0.19619846708150207,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,8.83,1.0,67.0,0.22057454533284454,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,5.06,0.391,51.9,0.06046640403420676,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 3,7.32,1.0,83.6,0.3138429123689555,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,11.68,1.0,86.8,0.45640318681130393,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,19.0,0.974,58.6,0.17242574734097013,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,10.53,0.729,71.5,0.21732467913099834,❌ REJECT
Data Analyst,Female,Asian (other),PhD,Tier 3,5.98,1.0,83.3,0.41928567680732515,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,4.13,0.972,94.2,0.27438333986697994,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,5.19,0.795,83.4,0.19275056047228623,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 3,7.13,0.759,98.0,0.17383458341977168,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,11.62,0.679,94.9,0.5933512684390865,✅ SHORTLIST
Data Analyst,Male,American,PhD,Tier 2,6.83,0.759,80.5,0.17710501556377312,❌ REJECT
Data Analyst,Female,American,Master,Tier 2,9.82,0.847,63.4,0.20640521501303324,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,5.6,0.603,98.0,0.1334167326946475,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 3,21.63,0.972,77.9,0.5963009827919037,✅ SHORTLIST
Data Analyst,Male,Asian (other),Bachelor,Tier 2,10.13,0.425,90.9,0.1636559386450198,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 3,11.66,1.0,61.8,0.6196850855536397,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Unknown,8.35,0.99,95.7,0.2937246958407222,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,9.78,0.897,78.9,0.45876456849690683,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,18.98,0.742,75.1,0.24689711179368148,❌ REJECT
Data Analyst,Male,American,PhD,Tier 3,3.67,0.584,77.7,0.1214369747641957,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),10.95,1.0,61.3,0.3069531992223361,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,10.48,0.511,81.5,0.36641994942330763,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,15.71,1.0,87.7,0.7531115737902677,✅ SHORTLIST
Data Analyst,Male,Indian,High School,Tier 1 (Top),9.12,0.826,74.8,0.3027620993765603,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,5.46,0.934,84.9,0.13229308427216305,❌ REJECT
Data Analyst,Female,American,High School,Tier 3,4.66,0.915,79.1,0.12195885174244037,❌ REJECT
Data Analyst,Male,American,Master,Tier 2,15.3,0.781,97.1,0.8161575288925371,✅ SHORTLIST
Data Analyst,Male,European,High School,Tier 2,15.45,0.962,74.6,0.34039705914946267,❌ REJECT
Data Analyst,Male,European,Master,Tier 1 (Top),19.4,1.0,78.3,0.8085315839506919,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 2,4.9,0.774,72.8,0.12398763604744614,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,10.33,0.937,89.8,0.7134702295869506,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 2,3.74,0.881,94.5,0.7056324446633029,✅ SHORTLIST
Data Analyst,Male,African,Bachelor,Tier 3,11.23,0.875,65.0,0.18137016485391097,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),3.73,0.675,61.6,0.07467941045576204,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,3.33,0.91,98.0,0.6166508607561176,✅ SHORTLIST
