candidate_id,job_role_applied,gender,nationality,education_level,university_tier,relevant_experience_years,skill_match_score,interview_score,Hiring Probability,Decision
4580,Data Analyst,Male,Other,Bachelor,Tier 2,7.3,0.933,74.2,0.21656169187915533,REJECT
4596,Data Analyst,Female,Asian (other),PhD,Tier 2,10.86,1.0,75.2,0.3532159092654547,REJECT
4597,Data Analyst,Male,Asian (other),Bachelor,Tier 2,9.73,0.65,86.0,0.2258475654363321,REJECT
4624,Data Analyst,Male,Indian,PhD,Tier 2,19.11,1.0,86.7,0.6061637439740216,SHORTLIST
4625,Data Analyst,Male,American,High School,Tier 3,12.76,0.587,60.9,0.08624179531223515,REJECT
4646,Data Analyst,Female,European,Master,Tier 1 (Top),14.71,0.954,82.0,0.48880456552632784,REJECT
4661,Data Analyst,Male,European,Master,Tier 2,6.9,0.855,83.1,0.3214020215209126,REJECT
4682,Data Analyst,Female,Asian (other),Master,Tier 2,5.1,0.37,66.5,0.03280960257693851,REJECT
4689,Data Analyst,Male,American,Bachelor,Tier 2,11.8,0.944,70.8,0.24604536954650846,REJECT
4713,Data Analyst,Male,European,Bachelor,Tier 2,9.12,0.895,85.8,0.5292865646537483,SHORTLIST
4718,Data Analyst,Male,European,High School,Tier 2,13.62,1.0,69.0,0.389526690324989,REJECT
4726,Data Analyst,Female,American,Master,Tier 3,6.97,0.872,74.3,0.20479200020866975,REJECT
4732,Data Analyst,Male,Other,Master,Tier 1 (Top),7.19,0.735,94.4,0.4167562578655144,REJECT
4739,Data Analyst,Female,Asian (other),Master,Tier 3,5.49,1.0,90.3,0.3515469860013163,REJECT
4757,Data Analyst,Male,Indian,Master,Tier 3,8.78,0.684,82.8,0.5854472155781196,SHORTLIST
4763,Data Analyst,Female,American,Master,Tier 3,5.61,0.471,81.2,0.08891588585153411,REJECT
4769,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),20.29,1.0,83.5,0.7266631366109263,SHORTLIST
4781,Data Analyst,Female,Indian,Bachelor,Tier 2,6.72,0.634,86.4,0.5508860987127141,SHORTLIST
4798,Data Analyst,Male,Other,High School,Tier 2,13.68,0.856,91.6,0.3453148500653303,REJECT
4801,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),7.75,0.56,88.3,0.11228867028507071,REJECT
4824,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),8.83,0.96,98.0,0.5501383859538659,SHORTLIST
4830,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),12.38,0.893,85.3,0.6943173128991316,SHORTLIST
4834,Data Analyst,Male,American,Bachelor,Tier 2,6.12,0.661,86.7,0.1730586260714799,REJECT
4839,Data Analyst,Female,Indian,Master,Tier 1 (Top),7.19,0.979,95.5,0.47157142306142996,REJECT
4842,Data Analyst,Female,Asian (other),Master,Tier 3,8.97,0.898,89.5,0.6694442754951548,SHORTLIST
4853,Data Analyst,Male,American,Bachelor,Tier 3,10.0,0.47,61.4,0.16098017993326239,REJECT
4855,Data Analyst,Female,Indian,Master,Tier 3,8.54,1.0,81.5,0.31299408629550807,REJECT
4860,Data Analyst,Female,Other,Bachelor,Tier 2,5.7,0.376,86.3,0.4431371089896248,REJECT
4869,Data Analyst,Female,Indian,Master,Tier 3,5.37,0.833,75.5,0.1154753098631977,REJECT
4872,Data Analyst,Male,Asian (other),Master,Tier 2,16.56,1.0,63.9,0.42609614342745294,REJECT
4880,Data Analyst,Male,Indian,Bachelor,Tier 2,21.75,0.521,72.2,0.16100410612102187,REJECT
4881,Data Analyst,Female,Indian,Bachelor,Tier 2,12.28,0.878,93.2,0.4614621478562374,REJECT
4900,Data Analyst,Male,Indian,Master,Tier 2,7.24,1.0,65.3,0.40876315588937856,REJECT
4927,Data Analyst,Male,Other,Bachelor,Tier 1 (Top),9.33,0.895,98.0,0.643284548014909,SHORTLIST
4936,Data Analyst,Male,African,Master,Tier 2,9.99,0.873,70.6,0.14342501780418138,REJECT
4948,Data Analyst,Male,Indian,Master,Tier 2,7.46,0.69,95.6,0.19201472366535088,REJECT
4949,Data Analyst,Female,Other,Master,Tier 2,6.31,0.547,87.4,0.06468185095225248,REJECT
4950,Data Analyst,Female,Indian,Bachelor,Tier 3,7.23,0.645,83.7,0.12431811166909151,REJECT
4967,Data Analyst,Male,Indian,Bachelor,Unknown,5.77,1.0,72.0,0.5507639579697372,SHORTLIST
4979,Data Analyst,Female,American,High School,Tier 1 (Top),8.46,0.654,91.9,0.22754144082375874,REJECT
4980,Data Analyst,Non-binary/Other,American,High School,Tier 3,11.37,1.0,92.6,0.57905241299502,SHORTLIST
4983,Data Analyst,Non-binary/Other,Asian (other),Master,Tier 2,9.64,0.81,86.7,0.3706868550982306,REJECT
4996,Data Analyst,Female,Asian (other),Bachelor,Tier 2,8.93,1.0,95.0,0.7133494531435011,SHORTLIST
4998,Data Analyst,Male,European,Master,Tier 3,24.64,1.0,65.5,0.31439773817792444,REJECT
5051,Data Analyst,Female,Indian,Bachelor,Tier 2,17.12,1.0,98.0,0.6622985615517846,SHORTLIST
5060,Data Analyst,Male,Other,Master,Tier 2,7.92,0.926,86.2,0.4062065527950314,REJECT
5063,Data Analyst,Female,Indian,Master,Tier 1 (Top),7.39,0.844,57.6,0.1887663364931827,REJECT
5068,Data Analyst,Female,Other,Master,Tier 2,7.22,0.795,76.0,0.1920888488509637,REJECT
5079,Data Analyst,Male,European,Master,Tier 3,8.19,0.709,85.6,0.1976256482758879,REJECT
5086,Data Analyst,Male,African,Bachelor,Tier 1 (Top),25.57,1.0,98.0,0.5671621945484785,SHORTLIST
5102,Data Analyst,Non-binary/Other,African,Bachelor,Tier 3,8.43,0.672,65.5,0.197473574058806,REJECT
5118,Data Analyst,Male,Indian,Bachelor,Tier 3,14.43,0.638,95.9,0.24074771362307865,REJECT
5128,Data Analyst,Female,Indian,Master,Tier 2,8.23,0.76,96.1,0.4580731360579693,REJECT
5131,Data Analyst,Female,European,Bachelor,Tier 3,7.01,0.974,91.7,0.2861369523438727,REJECT
5146,Data Analyst,Male,American,Master,Tier 3,7.53,1.0,97.8,0.7457362255024678,SHORTLIST
5168,Data Analyst,Female,Indian,Bachelor,Unknown,11.4,1.0,84.5,0.3883405674016507,REJECT
5170,Data Analyst,Female,African,Master,Tier 3,7.84,0.545,92.9,0.09304491003800548,REJECT
5177,Data Analyst,Male,European,Bachelor,Tier 3,21.32,0.913,91.2,0.5676634473731395,SHORTLIST
5178,Data Analyst,Female,Asian (other),Master,Tier 3,14.14,0.85,74.3,0.6560576606240923,SHORTLIST
5180,Data Analyst,Female,European,Master,Tier 1 (Top),12.41,0.704,78.2,0.25856166943649944,REJECT
5182,Data Analyst,Female,American,Master,Tier 1 (Top),5.45,0.925,81.7,0.2332378430774572,REJECT
5185,Data Analyst,Male,Indian,PhD,Tier 1 (Top),12.46,1.0,97.6,0.8310931686133923,SHORTLIST
5187,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),5.2,0.898,98.0,0.6827868597484894,SHORTLIST
5194,Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 2,15.4,0.83,54.2,0.2101895236511042,REJECT
5203,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),12.1,0.906,84.4,0.5798892590323683,SHORTLIST
5208,Data Analyst,Male,Indian,Master,Tier 2,9.49,0.708,77.7,0.19919342556550027,REJECT
5219,Data Analyst,Male,African,Master,Tier 3,5.95,0.609,79.1,0.12996121598338992,REJECT
5235,Data Analyst,Male,American,High School,Tier 1 (Top),15.82,0.817,74.2,0.296172285115403,REJECT
5237,Data Analyst,Non-binary/Other,Indian,Bachelor,Tier 2,8.93,0.654,80.6,0.10110942013313685,REJECT
5239,Data Analyst,Male,American,Master,Unknown,7.47,0.667,98.0,0.26769063466460535,REJECT
5240,Data Analyst,Female,Indian,Bachelor,Tier 2,6.19,0.708,86.5,0.19501267383517631,REJECT
5246,Data Analyst,Male,European,Bachelor,Tier 3,11.95,1.0,78.7,0.4022021853805667,REJECT
5253,Data Analyst,Male,Asian (other),PhD,Tier 1 (Top),9.92,0.9,70.3,0.2019324290657307,REJECT
5271,Data Analyst,Male,Indian,Master,Tier 3,13.49,0.753,92.0,0.3190219907076116,REJECT
5284,Data Analyst,Female,Asian (other),Master,Tier 3,10.7,0.903,72.5,0.6222116178187372,SHORTLIST
5286,Data Analyst,Male,European,Bachelor,Tier 3,11.35,0.928,98.0,0.7306941526623502,SHORTLIST
5288,Data Analyst,Female,African,Master,Tier 2,5.56,0.855,98.0,0.28136102622681797,REJECT
5299,Data Analyst,Female,Asian (other),Master,Tier 2,10.41,0.768,75.5,0.189004239998518,REJECT
5326,Data Analyst,Female,African,PhD,Tier 1 (Top),6.53,1.0,98.0,0.743118504979184,SHORTLIST
5331,Data Analyst,Male,European,Master,Tier 1 (Top),23.26,1.0,92.3,0.9007233423833766,SHORTLIST
5341,Data Analyst,Male,Asian (other),Master,Tier 2,7.29,0.76,98.0,0.24447089242712955,REJECT
5360,Data Analyst,Male,Other,Bachelor,Tier 3,6.41,0.48,95.1,0.0784596911732221,REJECT
5370,Data Analyst,Female,American,Bachelor,Tier 2,10.23,0.836,83.1,0.21796879887007153,REJECT
5375,Data Analyst,Male,Indian,Master,Tier 2,9.96,1.0,80.7,0.7506199077390953,SHORTLIST
5376,Data Analyst,Female,Other,Bachelor,Tier 3,9.01,0.391,59.3,0.056458344827044045,REJECT
5391,Data Analyst,Female,Indian,Bachelor,Tier 3,6.32,0.95,89.0,0.6374262874162359,SHORTLIST
5393,Data Analyst,Male,Indian,Bachelor,Tier 2,6.39,0.933,88.6,0.35251847020225746,REJECT
5402,Data Analyst,Male,Indian,Master,Tier 3,10.64,1.0,88.4,0.6016441662369835,SHORTLIST
5405,Data Analyst,Male,Indian,Bachelor,Tier 2,19.77,1.0,94.8,0.8788531816535183,SHORTLIST
5433,Data Analyst,Female,American,Master,Tier 1 (Top),7.89,0.367,64.4,0.1502370332924146,REJECT
5439,Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),6.66,0.674,91.7,0.17888446468274125,REJECT
5443,Data Analyst,Male,Indian,Bachelor,Tier 3,13.47,0.84,73.3,0.49618228086028876,REJECT
5452,Data Analyst,Female,Asian (other),Bachelor,Tier 2,7.21,0.65,86.7,0.5520669758686801,SHORTLIST
5470,Data Analyst,Male,American,Bachelor,Tier 2,19.2,0.909,67.4,0.3073594007916,REJECT
5499,Data Analyst,Female,European,Master,Tier 3,7.67,0.538,66.3,0.048534403764601004,REJECT
5518,Data Analyst,Female,Asian (other),Master,Tier 3,15.43,0.669,81.6,0.2067229494783974,REJECT
5531,Data Analyst,Male,European,Master,Tier 2,9.1,0.775,47.7,0.11678390652550913,REJECT
5545,Data Analyst,Female,European,Master,Tier 1 (Top),8.42,0.998,58.6,0.15812312354159064,REJECT
5548,Data Analyst,Male,Asian (other),Master,Tier 3,7.55,1.0,98.0,0.7466337777841651,SHORTLIST
5550,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),9.48,0.631,64.3,0.05627689703741087,REJECT
5556,Data Analyst,Female,American,Bachelor,Tier 1 (Top),6.62,0.818,96.4,0.21659937755073716,REJECT
5559,Data Analyst,Female,Asian (other),Bachelor,Tier 2,14.14,1.0,73.6,0.23497442671737978,REJECT
5572,Data Analyst,Male,Indian,Master,Tier 3,9.26,0.881,90.5,0.6757321560079133,SHORTLIST
5577,Data Analyst,Male,Other,Master,Tier 2,11.57,0.532,92.7,0.6040148254933637,SHORTLIST
5579,Data Analyst,Male,Other,High School,Tier 3,14.61,1.0,64.8,0.2745475674271236,REJECT
5581,Data Analyst,Female,American,Bachelor,Tier 1 (Top),8.82,0.502,71.4,0.08255681858267476,REJECT
5585,Data Analyst,Male,Indian,PhD,Tier 2,6.59,0.83,66.8,0.6868838086900984,SHORTLIST
5592,Data Analyst,Male,African,Master,Tier 2,14.2,0.787,79.0,0.6319134487192973,SHORTLIST
5602,Data Analyst,Female,American,High School,Tier 3,11.84,0.809,75.5,0.18894995524908442,REJECT
5612,Data Analyst,Female,Indian,Bachelor,Tier 3,13.46,1.0,73.0,0.32478018989514623,REJECT
5622,Data Analyst,Male,Indian,Bachelor,Tier 3,5.09,0.895,91.4,0.19789915641601577,REJECT
5630,Data Analyst,Male,African,Bachelor,Tier 2,16.44,0.918,86.9,0.7892157809034969,SHORTLIST
5633,Data Analyst,Male,Indian,Bachelor,Tier 2,11.93,0.715,73.8,0.07471567055511151,REJECT
5649,Data Analyst,Male,Asian (other),Bachelor,Tier 2,8.85,0.722,95.1,0.19619846708150201,REJECT
5650,Data Analyst,Female,Asian (other),Master,Tier 3,8.83,1.0,67.0,0.22057454533284454,REJECT
5651,Data Analyst,Male,American,Bachelor,Tier 2,5.06,0.391,51.9,0.06046640403420676,REJECT
5654,Data Analyst,Male,Asian (other),Bachelor,Tier 3,7.32,1.0,83.6,0.3138429123689555,REJECT
5655,Data Analyst,Female,Indian,Bachelor,Tier 2,11.68,1.0,86.8,0.45640318681130393,REJECT
5657,Data Analyst,Female,Asian (other),Bachelor,Tier 2,19.0,0.974,58.6,0.17242574734097013,REJECT
5658,Data Analyst,Female,Indian,Master,Tier 2,10.53,0.729,71.5,0.21732467913099834,REJECT
5659,Data Analyst,Female,Asian (other),PhD,Tier 3,5.98,1.0,83.3,0.41928567680732515,REJECT
5666,Data Analyst,Male,American,Bachelor,Tier 3,5.19,0.795,83.4,0.1927505604722862,REJECT
5677,Data Analyst,Female,Indian,High School,Tier 3,7.13,0.759,98.0,0.1738345834197717,REJECT
5686,Data Analyst,Female,Indian,Master,Tier 2,11.62,0.679,94.9,0.5933512684390866,SHORTLIST
5694,Data Analyst,Male,American,PhD,Tier 2,6.83,0.759,80.5,0.17710501556377312,REJECT
5697,Data Analyst,Female,American,Master,Tier 2,9.82,0.847,63.4,0.20640521501303324,REJECT
5714,Data Analyst,Male,Indian,Bachelor,Tier 3,5.6,0.603,98.0,0.1334167326946475,REJECT
5716,Data Analyst,Female,Other,Bachelor,Tier 3,21.63,0.972,77.9,0.5963009827919036,SHORTLIST
5718,Data Analyst,Male,Asian (other),Bachelor,Tier 2,10.13,0.425,90.9,0.16365593864501973,REJECT
5719,Data Analyst,Male,Indian,High School,Tier 3,11.66,1.0,61.8,0.6196850855536397,SHORTLIST
5729,Data Analyst,Female,American,Bachelor,Unknown,8.35,0.99,95.7,0.2937246958407222,REJECT
5731,Data Analyst,Female,Other,Bachelor,Tier 2,9.78,0.897,78.9,0.45876456849690683,REJECT
5738,Data Analyst,Female,Indian,Bachelor,Tier 2,18.98,0.742,75.1,0.24689711179368148,REJECT
5742,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),10.95,1.0,61.3,0.3069531992223361,REJECT
5746,Data Analyst,Female,Indian,Bachelor,Tier 3,10.48,0.511,81.5,0.36641994942330763,REJECT
5759,Data Analyst,Male,Indian,Bachelor,Tier 3,15.71,1.0,87.7,0.7531115737902678,SHORTLIST
5769,Data Analyst,Male,Indian,High School,Tier 1 (Top),9.12,0.826,74.8,0.3027620993765603,REJECT
5776,Data Analyst,Male,American,Bachelor,Tier 3,5.46,0.934,84.9,0.13229308427216305,REJECT
5785,Data Analyst,Male,American,Master,Tier 2,15.3,0.781,97.1,0.8161575288925371,SHORTLIST
5794,Data Analyst,Male,European,High School,Tier 2,15.45,0.962,74.6,0.3403970591494627,REJECT
5795,Data Analyst,Male,European,Master,Tier 1 (Top),19.4,1.0,78.3,0.8085315839506917,SHORTLIST
5801,Data Analyst,Male,European,Bachelor,Tier 3,10.33,0.937,89.8,0.7134702295869508,SHORTLIST
5812,Data Analyst,Male,African,Bachelor,Tier 3,11.23,0.875,65.0,0.18137016485391097,REJECT
5831,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),6.35,0.588,72.6,0.049619810610562594,REJECT
5834,Data Analyst,Male,Indian,Bachelor,Tier 2,12.09,0.748,82.6,0.2643730669654579,REJECT
5853,Data Analyst,Female,African,Bachelor,Tier 2,21.02,1.0,74.8,0.74362846571905,SHORTLIST
5867,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),8.26,1.0,72.8,0.2703224543983729,REJECT
5872,Data Analyst,Male,Asian (other),Bachelor,Tier 2,5.07,0.595,75.2,0.05794908144262009,REJECT
5877,Data Analyst,Female,Asian (other),Bachelor,Tier 1 (Top),11.95,0.781,75.6,0.2527653142235047,REJECT
5882,Data Analyst,Non-binary/Other,European,Bachelor,Tier 3,13.05,0.96,73.9,0.23049789039038823,REJECT
5898,Data Analyst,Male,Indian,Master,Tier 1 (Top),8.67,0.538,71.9,0.16028888358319893,REJECT
5906,Data Analyst,Male,Indian,Master,Tier 3,6.97,0.866,98.0,0.33364836707361406,REJECT
5915,Data Analyst,Female,Indian,Bachelor,Unknown,16.56,0.817,91.1,0.3912168445652312,REJECT
5930,Data Analyst,Male,European,Master,Tier 3,12.75,0.823,72.9,0.16704345978545132,REJECT
5940,Data Analyst,Male,European,Bachelor,Tier 2,12.3,1.0,61.2,0.240108187271704,REJECT
5955,Data Analyst,Male,Asian (other),Bachelor,Tier 2,8.06,0.86,65.4,0.16064999349560952,REJECT
5977,Data Analyst,Male,African,Master,Tier 2,11.25,0.682,84.3,0.3140746566295603,REJECT
5979,Data Analyst,Female,Other,Bachelor,Tier 2,7.58,0.809,75.5,0.21349610669685667,REJECT
5982,Data Analyst,Male,Indian,Master,Tier 3,17.99,1.0,77.1,0.5547437194881154,SHORTLIST
5984,Data Analyst,Non-binary/Other,American,Bachelor,Tier 2,19.58,1.0,71.4,0.22229314581591525,REJECT
6011,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),12.15,0.527,81.7,0.22048001859221583,REJECT
6018,Data Analyst,Male,Indian,Master,Tier 3,8.31,1.0,86.9,0.5719370447595746,SHORTLIST
6024,Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),8.09,0.801,88.3,0.30816708393309306,REJECT
6033,Data Analyst,Female,African,Bachelor,Tier 2,10.27,1.0,65.8,0.2013101576317222,REJECT
6035,Data Analyst,Male,Indian,Master,Tier 1 (Top),9.72,0.998,92.0,0.7114743995133904,SHORTLIST
6038,Data Analyst,Female,Indian,High School,Tier 2,8.2,0.587,80.8,0.12374177183291543,REJECT
6042,Data Analyst,Male,African,Bachelor,Tier 1 (Top),14.33,0.391,70.9,0.13194782410083017,REJECT
6063,Data Analyst,Female,Indian,Master,Tier 3,5.23,0.868,93.2,0.19188863317387156,REJECT
6078,Data Analyst,Female,Asian (other),Master,Tier 3,24.15,0.846,85.8,0.3797718636579551,REJECT
6079,Data Analyst,Male,Asian (other),High School,Tier 3,11.98,0.654,59.5,0.11049236202086966,REJECT
6081,Data Analyst,Female,Indian,Bachelor,Tier 2,13.64,1.0,63.9,0.13347341295332993,REJECT
6094,Data Analyst,Male,African,Bachelor,Tier 3,18.53,1.0,82.4,0.7204946571124462,SHORTLIST
6098,Data Analyst,Male,American,Bachelor,Tier 2,16.04,0.949,89.4,0.8390389666675995,SHORTLIST
6099,Data Analyst,Female,Indian,Master,Tier 2,10.0,1.0,98.0,0.6985955443479916,SHORTLIST
6117,Data Analyst,Male,European,High School,Tier 2,7.9,0.956,98.0,0.6784851296151294,SHORTLIST
6123,Data Analyst,Female,Indian,High School,Tier 2,13.8,1.0,94.7,0.795496484102157,SHORTLIST
6124,Data Analyst,Non-binary/Other,American,Bachelor,Tier 3,10.02,0.771,75.7,0.13565313910651722,REJECT
6168,Data Analyst,Male,American,Master,Tier 1 (Top),21.16,1.0,87.1,0.7532954033084402,SHORTLIST
6177,Data Analyst,Male,European,Bachelor,Tier 2,14.07,0.619,69.2,0.05781018769929889,REJECT
6182,Data Analyst,Female,Indian,Bachelor,Tier 3,25.81,1.0,79.5,0.5603244816503645,SHORTLIST
6184,Data Analyst,Non-binary/Other,American,Bachelor,Tier 3,9.47,0.721,79.4,0.18522262510026466,REJECT
6201,Data Analyst,Female,Indian,Master,Tier 3,27.57,1.0,73.8,0.8382305614146504,SHORTLIST
6206,Data Analyst,Male,Indian,Bachelor,Tier 2,30.0,1.0,80.5,0.8440879943084458,SHORTLIST
6220,Data Analyst,Male,European,Bachelor,Tier 2,15.78,1.0,75.0,0.42174993401186034,REJECT
6236,Data Analyst,Female,Indian,Bachelor,Tier 3,7.0,0.83,80.8,0.27211954655649584,REJECT
6250,Data Analyst,Male,African,Bachelor,Tier 2,5.94,0.31,76.7,0.051364407325420594,REJECT
6257,Data Analyst,Male,American,High School,Tier 2,14.07,0.713,74.4,0.16997577551290277,REJECT
6261,Data Analyst,Male,European,High School,Unknown,12.57,0.998,98.0,0.4561204279480771,REJECT
6275,Data Analyst,Female,American,Bachelor,Tier 2,13.67,0.947,60.0,0.19090370173878937,REJECT
6281,Data Analyst,Female,Indian,Bachelor,Tier 2,10.37,0.756,88.2,0.26226676637482416,REJECT
6286,Data Analyst,Male,African,Master,Tier 3,5.45,0.613,90.2,0.131639033182762,REJECT
6293,Data Analyst,Male,American,Bachelor,Tier 1 (Top),9.91,0.827,75.6,0.15986240529641924,REJECT
6294,Data Analyst,Female,Asian (other),Bachelor,Tier 2,18.55,1.0,70.6,0.30441247409159117,REJECT
6301,Data Analyst,Female,Indian,Master,Tier 3,7.45,0.744,89.0,0.17260736794000808,REJECT
6303,Data Analyst,Female,Indian,Bachelor,Tier 3,10.55,0.827,62.6,0.1272548286544185,REJECT
6320,Data Analyst,Male,Other,Bachelor,Tier 3,5.04,0.681,88.3,0.11870908396372613,REJECT
6328,Data Analyst,Male,Indian,Bachelor,Tier 2,6.73,0.805,98.0,0.6714329188847569,SHORTLIST
6383,Data Analyst,Male,American,Bachelor,Tier 2,18.32,0.923,87.9,0.5779139824681221,SHORTLIST
6384,Data Analyst,Female,Other,Bachelor,Tier 2,6.42,1.0,98.0,0.6660870035185635,SHORTLIST
6399,Data Analyst,Female,African,Bachelor,Tier 1 (Top),9.68,0.734,86.3,0.6169496920703371,SHORTLIST
6403,Data Analyst,Female,Indian,Bachelor,Tier 2,10.11,0.601,96.1,0.2899237101237589,REJECT
6432,Data Analyst,Male,African,Bachelor,Tier 2,20.5,1.0,98.0,0.8637874340836782,SHORTLIST
6440,Data Analyst,Male,Indian,Master,Tier 3,21.46,0.764,94.7,0.7396196285446812,SHORTLIST
6461,Data Analyst,Male,American,High School,Tier 2,8.56,0.896,96.5,0.39323008589624,REJECT
6496,Data Analyst,Male,Asian (other),Master,Tier 1 (Top),9.58,1.0,79.2,0.7018162135652796,SHORTLIST
6516,Data Analyst,Male,Indian,Bachelor,Tier 3,11.39,0.922,86.8,0.4230572600244048,REJECT
6539,Data Analyst,Female,Indian,Master,Tier 3,12.08,0.737,87.6,0.3024582291318377,REJECT
6541,Data Analyst,Male,European,Bachelor,Tier 1 (Top),20.29,1.0,83.8,0.8925685460820616,SHORTLIST
6547,Data Analyst,Female,American,Bachelor,Tier 2,7.14,0.896,82.1,0.27017830831235906,REJECT
6564,Data Analyst,Female,European,Bachelor,Tier 3,10.22,0.333,78.0,0.11459758737539671,REJECT
6578,Data Analyst,Female,American,Master,Tier 2,8.88,0.794,94.8,0.3764606076030197,REJECT
6607,Data Analyst,Male,Indian,Bachelor,Tier 3,5.15,0.84,84.0,0.5429432552171025,SHORTLIST
6609,Data Analyst,Female,Indian,Bachelor,Tier 2,11.42,0.787,69.5,0.1017497770820496,REJECT
6617,Data Analyst,Female,Asian (other),Bachelor,Tier 3,12.54,1.0,91.5,0.46254291520960433,REJECT
6626,Data Analyst,Male,Asian (other),Bachelor,Tier 3,10.79,0.88,85.3,0.6536360913943683,SHORTLIST
6656,Data Analyst,Female,American,Bachelor,Tier 3,7.27,0.753,83.4,0.20352979277553004,REJECT
6705,Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),8.34,0.711,74.4,0.12532821018422444,REJECT
6706,Data Analyst,Female,Indian,Master,Tier 2,9.34,1.0,68.6,0.6111207373896282,SHORTLIST
6717,Data Analyst,Male,European,Bachelor,Tier 3,8.25,0.729,71.9,0.13648192667894926,REJECT
6719,Data Analyst,Male,European,Bachelor,Tier 2,12.84,0.751,84.0,0.6360713485228481,SHORTLIST
6721,Data Analyst,Male,European,PhD,Tier 3,6.68,0.966,98.0,0.7900125652533602,SHORTLIST
6740,Data Analyst,Female,European,Bachelor,Tier 2,15.02,1.0,94.6,0.5513532251836017,SHORTLIST
6761,Data Analyst,Male,Indian,Bachelor,Tier 2,13.58,0.977,62.2,0.17109301813907493,REJECT
6777,Data Analyst,Female,Asian (other),Bachelor,Tier 2,12.47,0.797,78.3,0.1704900100051697,REJECT
6805,Data Analyst,Female,Indian,Bachelor,Tier 2,5.95,0.771,61.0,0.09884649480723422,REJECT
6820,Data Analyst,Male,Other,Bachelor,Unknown,5.3,0.926,86.0,0.3039878692272275,REJECT
6825,Data Analyst,Male,Indian,Bachelor,Unknown,6.75,1.0,78.9,0.6487518515759976,SHORTLIST
6843,Data Analyst,Female,Indian,Bachelor,Tier 3,8.72,1.0,89.5,0.3111149931149997,REJECT
6848,Data Analyst,Female,European,Bachelor,Tier 2,14.1,1.0,94.9,0.7486169520266153,SHORTLIST
6851,Data Analyst,Male,Asian (other),Master,Tier 3,7.25,0.747,91.8,0.23044656878032088,REJECT
6852,Data Analyst,Female,Other,Master,Tier 2,16.05,0.885,98.0,0.8407625195052596,SHORTLIST
6881,Data Analyst,Male,European,Master,Tier 1 (Top),9.85,1.0,83.2,0.7443646968060021,SHORTLIST
6890,Data Analyst,Female,African,Master,Tier 3,14.19,0.922,69.9,0.29060047728744903,REJECT
6894,Data Analyst,Female,European,Bachelor,Tier 3,6.87,0.891,94.0,0.6743443791237776,SHORTLIST
6909,Data Analyst,Male,Indian,Bachelor,Tier 2,13.12,1.0,76.0,0.5608536514809396,SHORTLIST
6917,Data Analyst,Male,Other,Master,Tier 2,10.35,0.886,93.4,0.7048924015838561,SHORTLIST
6920,Data Analyst,Male,European,Master,Tier 1 (Top),7.31,0.387,72.5,0.14072719953106544,REJECT
6945,Data Analyst,Female,African,Bachelor,Tier 2,5.44,0.662,90.7,0.10497596212192814,REJECT
6978,Data Analyst,Female,African,Bachelor,Tier 2,9.78,0.604,88.9,0.1162194437745225,REJECT
6982,Data Analyst,Male,Indian,Bachelor,Tier 2,14.36,1.0,98.0,0.5166649165553202,SHORTLIST
6990,Data Analyst,Male,European,Bachelor,Tier 1 (Top),8.31,1.0,70.2,0.20615520990000355,REJECT
6993,Data Analyst,Female,Indian,Master,Tier 2,13.97,1.0,98.0,0.8741122600175295,SHORTLIST
6994,Data Analyst,Female,Indian,Master,Tier 3,18.12,0.972,92.3,0.8111794642306314,SHORTLIST
6996,Data Analyst,Male,African,Bachelor,Tier 2,7.17,0.843,98.0,0.38458849208868906,REJECT
6999,Data Analyst,Male,Indian,Bachelor,Tier 2,18.11,1.0,68.8,0.6471088238797684,SHORTLIST
7002,Data Analyst,Male,Indian,Bachelor,Tier 3,7.16,0.875,61.7,0.149106149574635,REJECT
7006,Data Analyst,Female,Indian,High School,Tier 3,6.94,0.801,92.3,0.17109794611091275,REJECT
7024,Data Analyst,Female,American,Bachelor,Tier 3,6.16,1.0,91.3,0.36978964040778295,REJECT
7036,Data Analyst,Female,American,PhD,Tier 1 (Top),13.58,0.725,86.2,0.7084441545742257,SHORTLIST
7038,Data Analyst,Male,American,PhD,Tier 3,14.0,1.0,62.2,0.2569481491334916,REJECT
7045,Data Analyst,Female,Asian (other),Bachelor,Unknown,8.79,0.665,94.3,0.13450274703976767,REJECT
7055,Data Analyst,Male,American,Master,Tier 3,11.85,0.838,82.1,0.3823052573766401,REJECT
7058,Data Analyst,Female,Other,Master,Tier 3,5.56,0.622,71.0,0.10397578094973951,REJECT
