candidate_id,age,age_group,gender,nationality,education_level,field_of_study,university_tier,years_of_experience,relevant_experience_years,current_salary,num_previous_jobs,skill_match_score,num_certifications,has_leadership_experience,interview_score,distance_from_office,job_role_applied,application_source,hired
6533,44,Over 40,Male,Asian (other),High School,Engineering,Tier 2,10.38,8.95,156737.57,2,0.717,2,0,84.9,44.34,Product Manager,Other,0
6534,42,Over 40,Female,Asian (other),Bachelor,Computer Science,Tier 2,7.06,6.56,88654.64,2,0.971,1,0,98.0,57.89,Software Engineer,Company Website,0
6535,26,Under 30,Male,European,Master,Arts/Humanities,Tier 3,5.26,4.6,168220.09,4,0.497,5,0,78.9,48.24,Cyber Security Analyst,Company Website,0
6536,38,30-40,Male,Asian (other),Bachelor,Engineering,Tier 3,4.87,2.55,102256.48,2,0.809,5,0,61.1,95.02,Network Administrator,Other,0
6537,24,Under 30,Female,Other,Master,Engineering,Tier 3,7.03,8.04,104960.33,6,1.0,3,1,88.2,32.77,Software Engineer,Other,0
6538,37,30-40,Male,European,Bachelor,Other,Tier 3,17.87,17.47,129964.51,3,1.0,3,1,68.2,179.24,HR Specialist,Company Website,1
6539,27,Under 30,Female,Indian,Master,Engineering,Tier 3,11.68,12.08,121021.92,2,0.737,3,1,87.6,82.46,Data Analyst,Referral,0
6540,23,Under 30,Male,Indian,Master,Arts/Humanities,Tier 3,4.13,4.7,104697.7,3,0.334,3,1,77.6,40.96,Cyber Security Analyst,Other,0
6541,34,30-40,Male,European,Bachelor,Business,Tier 1 (Top),19.29,20.29,194632.18,4,1.0,2,1,83.8,52.52,Data Analyst,Company Website,1
6542,21,Under 30,Male,Indian,Bachelor,Engineering,Tier 3,2.84,4.25,172295.91,2,0.651,1,1,92.2,88.99,Cyber Security Analyst,Referral,0
6543,21,Under 30,Male,Other,Master,Computer Science,Tier 2,8.14,9.46,102899.47,2,0.918,3,1,92.3,57.51,Cloud Architect,LinkedIn,0
6544,30,30-40,Male,European,Master,Arts/Humanities,Tier 3,8.63,5.62,86989.69,5,0.385,1,1,98.0,64.93,Network Administrator,Referral,0
6545,32,30-40,Male,European,High School,Arts/Humanities,Tier 2,4.56,4.6,61224.74,1,0.731,0,1,76.1,11.32,Data Scientist,LinkedIn,1
6546,29,Under 30,Male,Indian,Bachelor,Computer Science,Tier 2,3.76,4.55,72640.83,5,0.817,2,0,79.6,27.33,Software Engineer,Company Website,0
6547,21,Under 30,Female,American,Bachelor,Computer Science,Tier 2,6.14,7.14,116249.9,4,0.896,5,0,82.1,22.24,Data Analyst,LinkedIn,0
6548,25,Under 30,Male,American,Bachelor,Arts/Humanities,Tier 3,10.96,9.74,106909.26,3,1.0,4,0,89.5,155.51,Product Manager,Company Website,0
6549,35,30-40,Female,European,Bachelor,Other,Tier 1 (Top),7.45,7.48,114833.96,2,0.687,2,0,82.8,70.18,Cyber Security Analyst,LinkedIn,0
6550,36,30-40,Female,American,Master,Other,Tier 3,5.85,6.48,154873.46,3,1.0,2,0,74.3,58.43,Data Scientist,Referral,1
6551,31,30-40,Male,Other,Bachelor,Business,Tier 1 (Top),5.71,8.23,141790.45,5,0.828,5,0,79.7,90.34,Cloud Architect,Referral,0
6552,41,Over 40,Male,European,Master,Other,Tier 2,10.68,11.28,166313.06,4,1.0,5,0,81.3,41.0,Product Manager,Job Portal,0
6553,35,30-40,Male,European,Master,Engineering,Tier 1 (Top),24.2,22.24,179167.81,3,1.0,2,0,77.2,33.94,HR Specialist,LinkedIn,1
6554,26,Under 30,Male,Other,Bachelor,Computer Science,Tier 2,22.1,21.46,147721.68,10,1.0,0,0,83.7,80.83,Network Administrator,Job Portal,1
6555,29,Under 30,Male,Other,Bachelor,Engineering,Tier 2,5.03,4.4,69573.79,4,0.785,1,0,89.6,27.5,Software Engineer,Referral,0
6556,21,Under 30,Male,Indian,Master,Other,Tier 2,6.45,5.62,95981.19,6,0.753,1,0,74.6,126.09,Software Engineer,Referral,1
6557,31,30-40,Female,Asian (other),Bachelor,Other,Tier 2,7.19,7.76,108913.54,3,0.703,2,1,91.0,99.03,DevOps Engineer,Company Website,0
6558,40,30-40,Male,Indian,High School,Computer Science,Tier 3,8.84,6.3,71886.15,4,0.433,3,1,78.5,63.38,Network Administrator,LinkedIn,0
6559,37,30-40,Male,American,Master,Engineering,Tier 2,7.36,4.5,92128.0,3,0.635,1,0,73.5,52.5,HR Specialist,Job Portal,0
6560,43,Over 40,Male,Indian,Bachelor,Computer Science,Tier 3,13.21,14.0,101393.16,4,0.756,1,0,79.0,159.71,Cyber Security Analyst,Job Portal,0
6561,29,Under 30,Female,European,Bachelor,Arts/Humanities,Tier 2,4.45,2.6,73195.4,2,0.726,1,0,98.0,137.64,Software Engineer,Referral,0
6562,42,Over 40,Male,American,Bachelor,Engineering,Tier 3,13.66,13.01,139086.78,4,0.908,2,0,71.4,87.48,Software Engineer,LinkedIn,1
6563,30,30-40,Female,European,Master,Other,Tier 3,6.33,4.86,88051.83,8,0.803,4,0,87.8,50.69,DevOps Engineer,LinkedIn,0
6564,43,Over 40,Female,European,Bachelor,Computer Science,Tier 3,11.66,10.22,156738.85,3,0.333,2,0,78.0,49.63,Data Analyst,Job Portal,0
6565,31,30-40,Female,European,Bachelor,Business,Tier 2,3.99,4.99,107222.74,3,0.817,2,0,87.1,26.04,Data Analyst,Company Website,0
6566,37,30-40,Male,Indian,Bachelor,Engineering,Tier 3,19.66,19.35,164084.48,3,0.791,1,1,89.2,44.57,DevOps Engineer,Job Portal,0
6567,43,Over 40,Non-binary/Other,African,Master,Computer Science,Tier 2,7.8,7.63,153465.94,0,0.669,4,0,80.9,147.01,Data Scientist,Referral,0
6568,30,30-40,Female,American,Master,Engineering,Tier 3,4.1,3.6,75236.39,4,1.0,2,1,87.8,54.89,Software Engineer,Company Website,0
6569,33,30-40,Female,American,Bachelor,Engineering,Tier 3,14.95,17.43,150225.09,3,1.0,2,0,71.2,46.07,Cyber Security Analyst,Referral,0
6570,42,Over 40,Male,Other,Master,Engineering,Unknown,18.73,17.62,170802.94,9,1.0,0,1,82.4,74.25,Network Administrator,Job Portal,1
6571,30,30-40,Male,Indian,Bachelor,Business,Tier 1 (Top),11.48,10.49,110696.69,1,0.794,1,0,90.4,42.15,Cyber Security Analyst,LinkedIn,1
6572,21,Under 30,Female,American,Bachelor,Business,Tier 1 (Top),6.29,7.82,79268.72,1,0.685,5,1,88.7,99.72,Cloud Architect,LinkedIn,0
6573,49,Over 40,Female,European,PhD,Computer Science,Tier 2,14.52,15.82,125988.69,1,1.0,2,0,73.0,94.63,Cyber Security Analyst,Job Portal,1
6574,28,Under 30,Male,Indian,Bachelor,Engineering,Tier 3,14.28,15.63,115483.42,7,1.0,1,1,84.1,62.85,Software Engineer,Referral,1
6575,33,30-40,Male,Indian,PhD,Business,Tier 1 (Top),11.85,12.25,139089.69,4,0.582,3,1,83.8,44.61,Software Engineer,LinkedIn,0
6576,41,Over 40,Male,Asian (other),Master,Computer Science,Tier 2,13.79,13.21,169969.13,5,1.0,2,1,94.3,36.61,Software Engineer,Company Website,1
6577,27,Under 30,Female,Indian,Bachelor,Business,Tier 2,6.52,7.43,143260.83,8,1.0,3,0,70.9,63.72,Cloud Architect,Job Portal,0
6578,23,Under 30,Female,American,Master,Arts/Humanities,Tier 2,8.63,8.88,125569.96,4,0.794,2,0,94.8,26.45,Data Analyst,Company Website,0
6579,34,30-40,Male,European,Bachelor,Arts/Humanities,Tier 1 (Top),20.85,22.57,177264.91,4,0.983,2,0,75.0,41.48,Cyber Security Analyst,Job Portal,0
6580,21,Under 30,Male,European,Bachelor,Computer Science,Tier 3,10.97,11.0,101255.0,4,1.0,1,0,68.4,116.66,Software Engineer,Other,0
6581,29,Under 30,Male,Asian (other),Master,Business,Tier 1 (Top),15.69,17.65,179543.96,4,0.913,3,0,77.9,54.31,Cyber Security Analyst,LinkedIn,1
6582,33,30-40,Male,African,Master,Arts/Humanities,Tier 2,11.47,10.37,126421.51,3,0.873,1,0,77.8,1.99,Software Engineer,LinkedIn,0
6583,29,Under 30,Male,American,Bachelor,Engineering,Tier 1 (Top),8.35,7.74,86276.57,4,0.635,3,0,69.9,153.48,Product Manager,Job Portal,0
6584,21,Under 30,Male,European,Master,Engineering,Tier 3,3.89,5.87,118687.49,4,0.347,2,0,64.6,64.78,Cyber Security Analyst,LinkedIn,0
6585,44,Over 40,Male,Asian (other),Master,Computer Science,Tier 3,5.75,5.51,137469.11,3,0.608,4,1,92.4,83.4,Software Engineer,Company Website,0
6586,32,30-40,Female,Indian,Bachelor,Engineering,Tier 3,8.55,7.18,150230.39,3,0.645,3,1,89.0,14.59,Software Engineer,Company Website,0
6587,43,Over 40,Female,Other,Master,Engineering,Tier 3,13.92,13.12,204117.05,1,0.855,4,0,81.6,88.69,Software Engineer,Company Website,0
6588,29,Under 30,Non-binary/Other,African,Bachelor,Computer Science,Tier 3,8.57,9.98,93073.6,2,1.0,2,0,93.8,143.51,Product Manager,Job Portal,1
6589,24,Under 30,Male,Indian,Bachelor,Engineering,Tier 2,3.12,2.64,121812.7,2,0.608,1,1,81.3,208.79,Data Scientist,Company Website,0
6590,34,30-40,Female,European,PhD,Engineering,Tier 3,9.78,11.27,120252.66,4,1.0,2,0,72.1,44.95,Cloud Architect,Job Portal,1
6591,30,30-40,Female,Asian (other),Bachelor,Computer Science,Tier 2,10.94,11.22,91312.3,5,0.783,0,0,94.6,73.64,Data Scientist,Company Website,0
6592,22,Under 30,Male,American,Master,Engineering,Tier 2,13.29,13.24,103946.21,3,0.859,0,0,78.8,129.06,Data Scientist,Referral,0
6593,43,Over 40,Male,African,Bachelor,Arts/Humanities,Tier 1 (Top),8.05,6.98,119734.76,5,1.0,0,0,90.7,102.77,Product Manager,Job Portal,0
6594,27,Under 30,Female,European,Bachelor,Computer Science,Tier 2,8.61,7.81,147223.35,4,0.419,1,0,56.2,73.36,Product Manager,Job Portal,0
6595,21,Under 30,Female,European,Master,Business,Tier 2,3.38,0.89,75711.41,2,0.703,1,1,88.0,72.08,HR Specialist,LinkedIn,0
6596,42,Over 40,Male,Indian,High School,Computer Science,Tier 3,12.55,12.79,128153.5,3,1.0,3,0,95.5,57.29,DevOps Engineer,Referral,0
6597,27,Under 30,Male,American,Bachelor,Computer Science,Tier 2,3.72,1.0,58785.49,3,0.622,2,0,56.1,107.71,Data Analyst,Company Website,0
6598,27,Under 30,Female,American,PhD,Other,Tier 3,16.47,15.01,200879.04,4,1.0,1,1,88.0,38.53,Network Administrator,LinkedIn,0
6599,21,Under 30,Female,Asian (other),PhD,Business,Tier 3,5.18,4.67,95418.89,2,1.0,1,1,66.3,31.29,Data Analyst,Job Portal,0
6600,45,Over 40,Female,European,Bachelor,Computer Science,Tier 2,8.4,8.08,88480.82,6,1.0,0,0,84.4,32.63,HR Specialist,LinkedIn,0
6601,21,Under 30,Male,Indian,Bachelor,Business,Tier 1 (Top),4.35,4.32,117632.6,5,0.884,2,1,98.0,84.57,Cyber Security Analyst,Company Website,0
6602,32,30-40,Male,Indian,Bachelor,Computer Science,Tier 2,3.83,3.28,96404.2,4,0.598,1,1,67.2,27.78,Data Analyst,Referral,0
6603,39,30-40,Male,American,Master,Other,Tier 2,15.66,15.03,147330.61,5,0.677,1,0,74.4,35.68,Software Engineer,LinkedIn,1
6604,35,30-40,Female,Asian (other),High School,Computer Science,Tier 3,12.45,14.24,117394.9,5,1.0,5,1,98.0,47.92,Cloud Architect,Other,0
6605,31,30-40,Female,Asian (other),Bachelor,Arts/Humanities,Tier 1 (Top),6.87,7.23,140211.04,2,0.704,1,0,77.3,96.88,Data Scientist,Referral,0
6606,21,Under 30,Female,American,Master,Computer Science,Tier 1 (Top),9.08,10.58,124779.72,3,0.991,1,0,78.2,35.13,Software Engineer,LinkedIn,0
6607,25,Under 30,Male,Indian,Bachelor,Engineering,Tier 3,6.59,5.15,106868.19,3,0.84,1,0,84.0,211.07,Data Analyst,Job Portal,1
6608,33,30-40,Female,Indian,Bachelor,Other,Unknown,9.53,10.28,89463.76,5,0.602,2,0,62.3,98.09,Cyber Security Analyst,Job Portal,0
6609,25,Under 30,Female,Indian,Bachelor,Engineering,Tier 2,10.9,11.42,121290.4,4,0.787,1,0,69.5,91.47,Data Analyst,LinkedIn,0
6610,33,30-40,Female,Asian (other),Master,Computer Science,Tier 3,15.34,13.29,101311.31,2,1.0,1,0,97.4,83.7,Network Administrator,Company Website,0
6611,37,30-40,Female,Indian,Bachelor,Engineering,Tier 2,6.21,7.21,106992.31,4,0.801,1,0,63.2,154.28,Network Administrator,LinkedIn,0
6612,39,30-40,Female,American,Bachelor,Computer Science,Tier 3,7.62,6.79,101216.71,5,0.81,1,0,86.1,75.84,Software Engineer,LinkedIn,0
6613,22,Under 30,Female,European,Master,Business,Tier 2,3.43,3.81,89118.66,4,0.61,0,1,73.4,113.14,Cyber Security Analyst,Other,0
6614,49,Over 40,Male,Other,Master,Engineering,Unknown,15.32,15.43,122198.35,7,1.0,3,1,98.0,61.63,Data Scientist,Job Portal,0
6615,38,30-40,Female,Other,High School,Engineering,Tier 1 (Top),9.31,5.09,127511.83,4,0.873,0,0,86.1,70.77,Network Administrator,Job Portal,0
6616,31,30-40,Male,Other,Bachelor,Business,Unknown,7.74,4.53,64945.31,4,0.752,3,1,71.4,71.59,Data Scientist,Job Portal,0
6617,40,30-40,Female,Asian (other),Bachelor,Computer Science,Tier 3,12.22,12.54,115386.21,1,1.0,2,0,91.5,121.9,Data Analyst,Referral,0
6618,50,Over 40,Female,Asian (other),Bachelor,Other,Tier 3,9.8,10.89,126130.28,1,1.0,1,1,59.1,75.69,Data Scientist,Company Website,0
6619,21,Under 30,Male,Asian (other),Bachelor,Engineering,Tier 3,1.84,2.0,66712.73,3,0.375,0,1,53.1,83.97,Data Scientist,Company Website,0
6620,30,30-40,Female,African,Bachelor,Arts/Humanities,Tier 3,25.0,25.61,166264.8,1,0.962,1,1,76.5,75.9,Software Engineer,LinkedIn,1
6621,21,Under 30,Female,Other,Master,Computer Science,Tier 3,4.09,2.54,100899.77,2,0.507,2,1,96.2,126.88,Data Analyst,LinkedIn,0
6622,33,30-40,Female,American,Bachelor,Business,Tier 3,10.15,7.04,80579.4,3,0.756,2,0,93.2,72.29,Data Scientist,Job Portal,0
6623,34,30-40,Female,American,Bachelor,Computer Science,Tier 2,10.58,10.07,137089.0,2,1.0,4,0,88.3,118.88,Software Engineer,Referral,1
6624,31,30-40,Female,American,Bachelor,Engineering,Tier 3,9.52,10.56,132277.5,2,0.847,3,0,94.4,105.72,Cloud Architect,Job Portal,0
6625,26,Under 30,Female,European,PhD,Computer Science,Tier 2,7.06,8.34,151893.95,2,0.603,2,0,74.1,90.95,Software Engineer,Job Portal,0
6626,21,Under 30,Male,Asian (other),Bachelor,Engineering,Tier 3,10.68,10.79,110127.98,5,0.88,2,1,85.3,62.22,Data Analyst,LinkedIn,1
6627,34,30-40,Male,African,Master,Engineering,Tier 3,12.33,13.83,162179.0,4,0.718,1,1,87.8,230.05,Software Engineer,Job Portal,0
6628,43,Over 40,Male,American,Bachelor,Engineering,Tier 3,8.11,7.63,105388.35,6,0.818,0,1,89.4,101.33,Network Administrator,Job Portal,0
6629,27,Under 30,Female,Indian,Master,Other,Tier 3,2.9,2.8,77596.11,3,0.945,2,0,94.4,126.21,Cyber Security Analyst,Company Website,0
6630,35,30-40,Male,Other,Bachelor,Computer Science,Tier 1 (Top),8.92,9.91,128034.49,1,0.475,2,0,87.0,48.37,Software Engineer,LinkedIn,0
6631,21,Under 30,Female,Indian,Bachelor,Arts/Humanities,Tier 3,6.29,5.31,74557.31,4,0.739,4,1,81.0,32.26,Software Engineer,Company Website,0
6632,35,30-40,Male,Indian,Master,Engineering,Tier 1 (Top),7.07,7.0,134462.04,3,0.645,2,1,98.0,113.26,Software Engineer,LinkedIn,1
6633,28,Under 30,Female,Asian (other),Bachelor,Engineering,Tier 2,8.85,9.29,125510.7,1,0.753,2,1,98.0,62.36,DevOps Engineer,LinkedIn,0
6634,25,Under 30,Male,Indian,Bachelor,Computer Science,Tier 3,5.56,3.21,74390.97,2,1.0,3,0,81.2,104.12,Data Scientist,LinkedIn,1
6635,25,Under 30,Female,American,Bachelor,Business,Tier 3,2.65,0.5,77942.55,2,0.77,4,1,93.4,42.47,Marketing Specialist,Referral,0
6636,28,Under 30,Female,Indian,Bachelor,Engineering,Tier 3,4.51,5.45,89558.59,4,0.578,0,0,74.5,70.33,DevOps Engineer,Company Website,0
6637,35,30-40,Female,Indian,Master,Arts/Humanities,Tier 3,7.38,8.03,140203.76,4,1.0,4,0,93.1,56.01,Data Scientist,LinkedIn,1
6638,21,Under 30,Female,European,High School,Other,Tier 2,4.7,5.28,96813.99,3,0.559,1,0,74.3,62.51,Software Engineer,LinkedIn,0
6639,28,Under 30,Female,Indian,Bachelor,Computer Science,Tier 2,8.4,5.85,125622.98,5,0.664,2,1,98.0,93.68,Product Manager,Referral,0
6640,31,30-40,Female,American,Bachelor,Computer Science,Tier 2,5.28,6.06,98227.16,2,0.656,4,0,87.8,180.8,Cloud Architect,Job Portal,0
6641,23,Under 30,Female,Indian,High School,Engineering,Tier 2,2.15,1.5,202132.71,2,0.701,0,0,80.3,65.25,Software Engineer,LinkedIn,0
6642,46,Over 40,Male,Asian (other),Bachelor,Engineering,Tier 2,18.11,19.03,206887.4,5,0.8,4,0,77.2,30.77,Data Scientist,Company Website,0
6643,25,Under 30,Female,Indian,Bachelor,Engineering,Tier 3,6.9,8.37,84783.64,2,0.661,2,0,69.2,45.49,Cloud Architect,Company Website,0
6644,26,Under 30,Female,Indian,Bachelor,Other,Tier 2,3.04,3.23,115925.88,5,0.365,2,1,54.0,43.28,Data Scientist,LinkedIn,0
6645,24,Under 30,Male,Indian,Master,Arts/Humanities,Tier 3,1.55,4.02,89550.4,3,0.443,3,0,97.1,118.71,Cyber Security Analyst,Job Portal,1
6646,46,Over 40,Female,American,High School,Other,Tier 2,30.0,30.0,190509.37,2,1.0,2,1,92.2,35.27,Marketing Specialist,LinkedIn,1
6647,36,30-40,Female,American,Master,Engineering,Tier 3,23.95,25.25,173834.75,8,1.0,1,0,69.7,35.12,Software Engineer,Referral,0
6648,24,Under 30,Female,American,Master,Engineering,Tier 1 (Top),19.28,19.54,179934.63,0,0.894,0,0,79.8,70.72,Data Scientist,Job Portal,1
6649,40,30-40,Female,Other,Bachelor,Engineering,Tier 3,7.93,9.34,82017.93,4,0.758,2,0,88.3,188.01,Software Engineer,Job Portal,0
6650,33,30-40,Male,African,High School,Engineering,Tier 2,20.48,18.47,130375.17,3,1.0,4,1,82.4,146.76,Data Scientist,Job Portal,0
6651,34,30-40,Male,European,High School,Arts/Humanities,Tier 3,11.61,9.38,88337.32,5,0.945,1,0,98.0,57.43,Software Engineer,Job Portal,0
6652,29,Under 30,Male,Indian,Bachelor,Other,Tier 3,19.2,19.83,142642.55,4,0.869,0,0,77.6,110.55,Software Engineer,LinkedIn,0
6653,26,Under 30,Male,European,Master,Engineering,Tier 3,3.41,4.67,65938.37,4,0.889,3,0,75.3,137.06,Software Engineer,Company Website,0
6654,34,30-40,Female,Indian,Master,Engineering,Tier 1 (Top),7.57,6.54,102793.98,3,0.58,3,0,78.0,87.32,Network Administrator,LinkedIn,0
6655,27,Under 30,Male,Asian (other),Bachelor,Engineering,Tier 3,5.85,5.86,92735.47,3,0.801,1,0,87.1,60.4,Data Scientist,LinkedIn,0
6656,46,Over 40,Female,American,Bachelor,Business,Tier 3,7.75,7.27,86865.23,1,0.753,1,0,83.4,40.56,Data Analyst,LinkedIn,0
6657,21,Under 30,Female,African,Master,Engineering,Tier 3,5.52,4.31,87272.6,5,0.487,0,0,83.7,50.33,Software Engineer,Job Portal,0
6658,44,Over 40,Female,Other,Bachelor,Engineering,Tier 2,8.4,9.13,118804.11,2,0.569,1,0,85.5,63.95,Product Manager,Referral,0
6659,31,30-40,Male,American,PhD,Computer Science,Tier 3,15.45,15.02,192149.07,1,0.753,3,0,73.3,71.81,Software Engineer,Job Portal,0
6660,34,30-40,Male,American,Bachelor,Other,Tier 2,14.3,15.04,160653.0,2,1.0,2,0,98.0,42.75,Product Manager,Job Portal,0
6661,38,30-40,Male,European,Bachelor,Arts/Humanities,Tier 2,20.91,21.25,180613.14,5,0.71,2,0,92.0,50.26,Network Administrator,Company Website,0
6662,26,Under 30,Male,Indian,Master,Computer Science,Tier 3,5.46,4.44,188266.39,5,0.738,3,1,92.4,74.33,Software Engineer,Other,0
6663,38,30-40,Non-binary/Other,Other,Bachelor,Engineering,Tier 3,5.71,7.3,102112.77,0,0.864,2,0,91.9,53.84,Cloud Architect,LinkedIn,0
6664,21,Under 30,Female,American,Master,Engineering,Tier 1 (Top),3.03,1.5,126946.42,9,0.683,2,1,96.8,36.66,Software Engineer,Job Portal,0
6665,26,Under 30,Male,Indian,Bachelor,Engineering,Tier 2,5.79,7.24,110881.32,2,0.408,0,0,88.0,77.72,Software Engineer,LinkedIn,0
6666,24,Under 30,Female,Asian (other),Master,Engineering,Tier 3,13.12,14.44,111089.9,1,0.995,2,0,86.9,134.21,Software Engineer,Referral,0
6667,21,Under 30,Male,Indian,Master,Business,Tier 3,12.88,12.07,136105.2,2,0.765,0,0,84.8,13.59,DevOps Engineer,Company Website,1
6668,30,30-40,Female,Indian,Bachelor,Computer Science,Tier 3,17.01,18.75,154505.74,7,0.502,1,0,80.8,42.12,Cyber Security Analyst,Company Website,0
6669,35,30-40,Male,European,Bachelor,Engineering,Tier 3,9.07,8.64,83233.3,6,1.0,3,0,72.9,115.97,Software Engineer,LinkedIn,0
6670,37,30-40,Female,European,Master,Computer Science,Tier 2,4.61,3.94,75924.98,2,0.673,4,0,74.5,131.41,Software Engineer,LinkedIn,0
6671,33,30-40,Male,European,PhD,Computer Science,Tier 2,7.03,7.21,127409.18,5,0.935,2,1,98.0,44.68,Software Engineer,LinkedIn,1
6672,26,Under 30,Male,European,Master,Engineering,Tier 2,9.27,9.32,102813.56,4,0.724,2,0,77.1,14.04,Product Manager,Company Website,1
6673,34,30-40,Male,Indian,PhD,Computer Science,Tier 2,15.91,17.46,203525.56,1,1.0,5,1,93.6,59.07,Cloud Architect,Job Portal,1
6674,32,30-40,Male,American,Bachelor,Computer Science,Tier 1 (Top),7.52,8.7,121164.99,5,0.833,1,0,59.2,111.03,Data Scientist,LinkedIn,0
6675,39,30-40,Female,Indian,Master,Engineering,Tier 1 (Top),7.79,7.75,108283.01,4,0.59,5,0,72.3,36.01,Product Manager,LinkedIn,0
6676,38,30-40,Male,Other,Bachelor,Other,Tier 1 (Top),8.59,7.68,141639.74,2,0.422,1,1,77.8,79.59,Data Scientist,Company Website,0
6677,32,30-40,Female,Indian,Bachelor,Business,Tier 3,10.28,10.2,88897.18,3,0.899,2,0,90.6,80.64,Product Manager,LinkedIn,0
6678,24,Under 30,Female,Indian,Bachelor,Computer Science,Tier 2,12.76,13.86,159929.13,5,1.0,2,0,79.0,139.31,Software Engineer,Company Website,0
6679,26,Under 30,Female,Other,Master,Engineering,Tier 2,7.02,4.96,163879.26,5,0.714,1,0,91.6,65.01,Marketing Specialist,Other,0
6680,27,Under 30,Female,Other,Bachelor,Engineering,Tier 2,10.41,10.31,120979.25,3,1.0,1,0,83.2,70.84,DevOps Engineer,Job Portal,0
6681,29,Under 30,Male,Asian (other),Master,Computer Science,Tier 2,6.74,8.98,106274.27,2,1.0,2,0,93.4,58.21,Cloud Architect,Job Portal,1
6682,34,30-40,Female,Indian,Master,Computer Science,Tier 3,4.32,7.82,146964.1,5,0.768,3,1,77.2,78.96,Cloud Architect,Job Portal,1
6683,37,30-40,Female,European,Master,Computer Science,Tier 1 (Top),14.45,15.2,192218.63,3,1.0,3,0,92.6,179.91,Cyber Security Analyst,Company Website,1
6684,31,30-40,Female,American,Bachelor,Engineering,Tier 1 (Top),28.94,26.39,180624.36,2,1.0,0,1,84.5,120.86,Data Scientist,Job Portal,1
6685,32,30-40,Female,Asian (other),High School,Business,Tier 3,12.62,11.38,100465.07,5,1.0,1,1,95.8,61.21,Software Engineer,Company Website,0
6686,33,30-40,Female,Indian,Bachelor,Engineering,Tier 2,12.07,12.65,131795.58,2,1.0,0,0,57.6,25.0,Software Engineer,Job Portal,0
6687,27,Under 30,Male,Indian,Master,Other,Tier 3,14.78,18.28,130703.41,3,0.943,4,0,71.7,102.17,Cloud Architect,Job Portal,0
6688,24,Under 30,Female,American,Bachelor,Computer Science,Tier 1 (Top),13.08,14.2,215926.82,3,0.981,2,0,98.0,66.76,Data Scientist,LinkedIn,1
6689,21,Under 30,Female,Indian,Master,Other,Tier 2,8.1,7.04,126557.61,4,0.709,3,0,51.4,115.62,Software Engineer,Job Portal,0
6690,26,Under 30,Male,European,Bachelor,Engineering,Tier 1 (Top),3.76,3.9,70182.12,5,0.436,1,1,72.8,62.78,Software Engineer,LinkedIn,0
6691,35,30-40,Female,Asian (other),Master,Computer Science,Tier 2,9.43,8.86,86422.28,2,0.948,2,1,93.5,65.89,DevOps Engineer,LinkedIn,0
6692,26,Under 30,Male,European,Bachelor,Other,Tier 2,3.34,6.31,68224.04,4,0.596,2,0,79.6,57.82,Cloud Architect,LinkedIn,0
6693,30,30-40,Male,American,Master,Engineering,Tier 2,5.72,6.68,146176.6,2,0.599,0,1,82.4,87.68,Software Engineer,Company Website,0
6694,35,30-40,Female,African,Bachelor,Engineering,Tier 2,15.89,16.07,125988.48,4,0.44,2,0,73.1,36.36,Network Administrator,LinkedIn,0
6695,36,30-40,Female,Indian,Bachelor,Computer Science,Tier 3,8.89,7.83,69673.09,6,1.0,0,0,72.0,37.06,Software Engineer,Company Website,0
6696,23,Under 30,Female,Indian,Master,Computer Science,Tier 2,7.17,8.32,101114.21,3,0.635,1,0,87.9,27.14,Cyber Security Analyst,Job Portal,0
6697,39,30-40,Female,American,Bachelor,Other,Tier 2,12.12,13.77,155740.37,5,1.0,2,0,83.1,119.35,Cyber Security Analyst,LinkedIn,1
6698,41,Over 40,Male,Indian,PhD,Engineering,Unknown,11.36,10.11,168374.71,5,1.0,0,0,92.6,20.85,Software Engineer,LinkedIn,1
6699,22,Under 30,Female,Indian,High School,Other,Tier 2,5.89,6.08,98903.56,4,0.472,5,0,58.9,98.84,Cloud Architect,Company Website,0
6700,25,Under 30,Male,American,Bachelor,Engineering,Tier 1 (Top),15.93,18.73,124018.59,2,0.993,3,0,91.9,110.5,Cyber Security Analyst,Company Website,1
6701,41,Over 40,Male,Other,Bachelor,Computer Science,Tier 3,8.67,7.13,133025.7,5,0.671,2,0,66.6,45.28,Product Manager,LinkedIn,0
6702,30,30-40,Male,African,PhD,Computer Science,Tier 2,27.38,26.32,182315.95,5,1.0,0,1,59.4,130.4,Marketing Specialist,Job Portal,1
6703,21,Under 30,Female,American,PhD,Engineering,Tier 3,0.96,1.0,208377.19,2,0.977,1,0,70.5,71.44,Network Administrator,Referral,0
6704,21,Under 30,Male,Indian,Bachelor,Computer Science,Tier 2,4.6,3.62,69326.09,3,0.8,0,1,94.5,82.11,Data Analyst,Referral,0
6705,30,30-40,Female,Indian,Bachelor,Business,Tier 1 (Top),10.16,8.34,121884.35,3,0.711,1,0,74.4,30.43,Data Analyst,Company Website,0
6706,22,Under 30,Female,Indian,Master,Computer Science,Tier 2,8.8,9.34,107855.22,5,1.0,1,1,68.6,31.3,Data Analyst,Job Portal,1
6707,28,Under 30,Male,Indian,Master,Arts/Humanities,Tier 3,4.05,3.83,128195.9,4,1.0,2,0,87.0,52.87,HR Specialist,LinkedIn,1
6708,32,30-40,Female,Indian,Master,Arts/Humanities,Tier 2,6.85,7.29,107677.27,1,0.671,3,0,81.9,55.54,Data Scientist,LinkedIn,0
