age,gender,nationality,education_level,field_of_study,university_tier,years_of_experience,relevant_experience_years,current_salary,num_previous_jobs,skill_match_score,num_certifications,has_leadership_experience,interview_score,distance_from_office,job_role_applied,application_source,hired
32,1,3,0,3,1,3.75,3.42,95157.56,2,0.97,2,1,98.0,68.28,2,2,1
22,1,5,3,3,1,5.49,5.3,134745.03,3,0.571,2,1,88.1,89.79,8,0,0
31,0,5,0,4,2,3.52,3.79,61777.52,4,0.674,1,1,88.8,135.78,9,2,0
23,0,4,2,3,0,2.94,2.0,81643.78,3,0.635,3,0,77.7,42.3,3,0,0
25,1,4,2,3,1,4.53,4.21,103798.86,3,0.972,0,0,86.5,181.79,4,1,0
38,1,3,2,0,1,5.76,6.28,124576.0,7,0.423,2,0,69.2,80.77,1,0,0
33,1,0,3,2,1,24.38,23.57,166807.81,2,1.0,2,1,84.9,175.52,6,1,1
31,1,5,0,3,1,5.37,5.73,120145.54,4,0.82,1,1,87.0,121.6,9,2,0
39,1,0,0,3,1,18.69,19.71,154130.79,1,0.908,6,0,62.5,18.28,0,3,0
35,1,3,0,1,1,5.57,5.24,119829.19,5,0.727,2,0,97.6,69.56,9,4,0
43,0,4,2,2,3,17.19,15.54,169561.51,5,1.0,2,0,85.7,56.35,9,2,1
28,0,4,2,3,0,4.5,3.53,127714.41,3,0.989,1,1,94.9,51.46,2,2,0
28,0,4,0,3,2,22.36,21.87,220000.0,3,0.986,1,1,86.2,127.61,9,1,0
21,0,3,1,3,0,12.53,12.38,128456.94,2,0.573,3,0,85.7,135.02,9,2,0
28,0,4,0,3,1,16.29,15.87,145146.23,4,0.515,2,1,64.9,192.41,9,3,0
39,0,2,0,1,1,28.33,28.97,174747.21,7,1.0,0,0,97.3,117.46,4,0,1
42,1,2,0,3,2,30.0,29.44,220000.0,3,1.0,1,0,63.1,19.3,9,2,0
39,1,4,2,2,2,10.68,12.02,110559.19,2,0.774,3,0,72.7,221.09,4,0,1
21,0,0,0,2,1,4.94,5.44,92873.87,2,0.662,4,0,90.7,85.81,2,2,0
40,0,1,2,4,3,11.11,13.15,145845.2,6,0.673,2,0,98.0,64.15,1,2,0
21,1,0,0,1,2,3.99,2.38,83609.37,3,0.2,2,0,95.6,48.48,9,1,0
39,1,0,2,0,3,13.99,13.86,138291.71,4,0.712,2,1,95.9,62.12,9,0,0
29,0,4,2,4,2,8.69,8.92,130721.39,2,0.739,2,0,84.8,68.84,9,1,1
37,1,1,0,0,0,6.51,7.36,117316.19,3,0.764,4,1,98.0,93.73,0,2,0
21,1,4,2,1,2,2.98,2.67,92185.73,1,0.645,1,1,87.2,73.91,7,2,1
41,0,2,0,1,3,12.05,13.22,136438.15,4,0.748,4,0,72.8,64.57,1,1,0
21,1,1,3,2,1,8.31,9.43,177870.46,2,1.0,1,0,76.1,30.89,3,1,1
26,0,5,2,4,2,15.65,14.7,135289.04,6,1.0,2,0,74.4,99.95,9,3,0
24,0,4,2,3,1,11.25,11.89,112873.53,3,1.0,3,0,83.9,40.88,8,3,0
21,1,3,0,2,1,5.74,8.54,133000.74,5,0.953,2,0,89.6,117.22,1,1,1
32,1,5,1,2,0,6.78,4.42,122031.88,7,0.635,2,0,67.5,44.58,2,2,0
46,1,3,0,0,1,10.92,11.1,125683.48,4,0.641,3,0,65.7,36.66,9,2,0
53,1,4,0,2,2,9.6,12.12,125303.43,2,0.78,8,0,78.2,75.39,0,2,0
32,0,3,2,2,0,20.69,20.4,146639.59,4,1.0,0,1,89.7,9.58,9,2,0
40,1,4,0,3,1,6.74,9.54,163933.37,5,0.736,4,1,81.8,120.33,1,3,0
33,1,4,0,0,2,7.53,6.72,83251.03,4,0.613,2,0,70.9,99.6,3,2,0
35,1,4,1,3,2,9.32,10.36,103452.32,4,1.0,3,1,83.1,84.66,9,2,1
29,1,4,3,0,1,2.86,3.29,80884.26,5,0.874,2,1,87.4,15.61,8,4,1
33,1,2,3,0,0,7.47,8.05,153740.56,4,0.88,3,0,69.9,52.49,3,2,1
36,0,4,0,4,1,10.18,10.48,120662.66,2,1.0,1,1,94.8,10.62,9,0,0
27,1,2,0,3,1,7.87,8.39,117454.14,4,0.343,2,1,91.7,72.26,3,4,0
31,1,4,0,1,2,7.87,6.65,80024.8,2,0.782,2,0,72.6,80.63,9,1,0
31,1,4,0,2,3,18.72,17.94,120350.1,1,0.541,5,0,52.7,31.15,4,0,0
38,0,4,2,2,1,9.23,9.09,220000.0,1,0.48,3,0,83.7,23.32,0,1,0
23,1,4,2,3,1,3.74,3.91,105204.4,4,0.788,2,0,71.3,66.94,9,1,0
31,0,4,3,2,2,6.76,7.42,193176.71,4,0.886,0,0,97.8,77.0,3,2,0
47,0,3,2,3,0,14.63,15.66,143151.14,1,0.684,2,1,94.8,37.06,3,2,0
41,0,5,2,2,0,13.78,15.81,136100.39,0,0.72,3,0,57.9,74.31,1,0,0
42,1,4,2,2,2,11.33,13.92,137632.31,5,1.0,2,0,81.5,31.54,0,1,0
32,0,4,2,4,1,8.93,10.93,122865.5,5,0.962,2,1,88.9,161.59,3,2,1
34,0,4,2,1,1,7.35,7.7,112004.38,5,1.0,5,1,79.0,151.06,0,0,1
40,0,0,0,1,1,8.78,9.78,91280.33,3,0.604,1,0,88.9,69.54,2,1,0
44,1,3,2,3,2,10.45,8.54,207437.27,2,0.729,1,0,56.3,56.25,9,4,0
21,0,2,0,3,1,9.81,9.71,113082.33,2,1.0,2,0,76.2,111.11,9,0,0
21,0,4,3,3,1,11.52,11.38,220000.0,2,0.935,0,0,80.4,117.06,5,1,0
42,1,4,0,3,1,13.36,14.36,120687.21,4,1.0,3,1,98.0,53.25,2,0,0
29,1,4,1,3,0,21.23,19.34,173180.43,2,0.766,2,1,84.1,20.68,6,4,0
26,0,0,0,2,1,1.12,3.12,102424.8,4,0.396,0,0,66.6,68.03,3,1,0
21,1,4,2,2,2,20.85,20.31,156293.39,5,0.688,1,1,96.0,32.36,5,3,0
27,0,3,3,3,1,15.81,14.47,181655.44,3,1.0,1,1,69.9,35.96,9,0,1
21,1,1,2,3,2,12.82,11.79,110681.68,3,0.592,2,0,67.9,66.21,5,2,0
48,1,1,1,0,0,9.83,9.2,113830.11,5,1.0,3,0,88.9,66.01,6,2,1
31,0,4,1,0,1,9.17,9.97,74898.65,1,0.741,3,1,89.5,12.57,4,1,0
31,1,3,0,3,0,10.34,8.31,154603.37,3,1.0,1,0,70.2,19.76,2,2,0
36,0,4,3,3,1,10.12,9.92,121868.78,3,1.0,2,1,98.0,84.0,7,0,1
39,0,5,2,4,2,16.69,16.27,150668.65,4,1.0,1,1,87.3,46.55,9,0,1
39,0,4,2,0,1,15.67,13.97,142977.51,5,1.0,2,0,98.0,32.78,2,4,1
40,0,4,2,2,2,18.1,18.12,132733.71,3,0.972,1,1,92.3,130.54,2,2,1
26,0,4,2,3,2,3.07,3.0,121374.86,3,0.756,1,1,85.6,53.51,7,4,0
29,1,0,0,2,1,8.37,7.17,149105.05,3,0.843,1,0,98.0,54.19,2,1,0
38,0,4,1,1,1,14.29,13.83,200687.95,8,0.635,1,0,78.6,56.0,9,0,0
27,1,1,2,3,0,13.04,11.66,138862.21,2,0.426,2,0,74.2,11.97,3,1,0
31,1,4,0,3,1,18.13,18.11,215488.3,6,1.0,0,0,68.8,20.76,2,0,1
35,1,4,2,0,2,6.65,6.92,147176.89,6,0.886,0,1,89.7,51.74,8,1,1
38,0,3,2,0,2,16.85,18.22,147138.98,4,1.0,1,0,96.7,45.4,1,0,1
21,1,4,0,3,2,6.5,7.16,66620.36,1,0.875,2,0,61.7,114.35,2,3,0
37,1,3,0,2,0,5.16,5.24,139638.39,2,0.913,0,0,79.2,12.41,9,0,0
30,0,2,0,4,0,4.23,2.85,84728.97,3,0.671,1,0,67.8,66.31,9,0,0
37,1,0,2,3,2,8.52,9.33,132991.09,4,1.0,1,0,93.1,40.14,9,1,0
38,0,4,1,0,2,8.21,6.94,78769.46,6,0.801,0,0,92.3,21.79,2,3,0
44,0,1,0,2,2,11.29,11.16,100395.34,2,0.894,2,1,91.3,87.14,9,0,0
42,1,5,2,4,1,5.81,6.31,164204.77,3,0.96,0,0,58.7,176.44,9,1,1
42,1,2,0,3,0,11.25,10.46,89825.15,5,0.987,1,0,65.9,91.32,6,1,0
43,0,4,0,2,2,9.08,8.33,83615.57,8,0.865,3,0,70.0,52.81,5,2,0
34,1,1,0,3,0,11.63,11.03,92125.6,2,1.0,1,1,74.5,80.96,7,0,0
32,1,5,0,4,0,7.63,6.94,112825.6,2,0.799,3,1,77.5,94.15,7,1,0
38,1,1,2,3,1,14.13,13.59,117654.38,0,0.935,3,1,91.7,17.84,9,2,1
37,1,0,3,2,1,7.24,5.26,89826.84,5,0.733,1,0,83.4,39.18,9,2,1
29,1,1,1,3,1,1.94,2.94,67972.46,4,0.549,1,1,70.1,19.19,2,0,0
35,1,4,2,0,0,8.03,9.36,134212.71,1,0.733,0,0,73.3,38.33,3,2,1
31,0,4,0,2,2,3.54,1.29,98598.63,2,0.761,2,1,92.2,54.33,5,2,0
25,0,4,2,2,0,10.82,10.44,157721.91,3,0.976,6,0,80.0,18.05,4,3,0
42,0,4,2,2,2,7.37,6.99,167473.2,8,0.774,0,1,82.1,145.79,8,2,0
32,1,0,0,2,1,5.61,6.19,86580.69,3,0.679,2,1,93.5,86.73,9,2,0
48,1,3,0,2,2,16.35,16.85,153792.59,3,0.961,1,0,68.6,17.39,5,0,1
21,0,2,0,3,2,3.69,2.56,68519.15,1,0.458,2,1,96.3,65.02,7,3,0
27,0,3,2,1,1,5.27,3.65,90032.45,4,0.935,2,1,90.2,58.32,9,4,0
32,0,1,0,1,2,8.61,6.16,99282.3,2,1.0,2,1,91.3,56.82,2,2,0
41,0,4,0,1,1,10.36,10.69,114624.17,4,0.474,4,1,66.5,128.81,8,0,1
35,0,5,0,3,1,10.01,8.42,143656.43,5,0.762,3,0,88.6,47.6,5,1,1
34,1,1,0,1,1,6.95,6.12,103154.44,2,0.437,2,0,81.8,82.77,7,2,0
22,0,1,2,3,2,11.9,13.81,159389.23,3,0.819,2,1,77.0,72.49,3,2,0
22,0,5,2,4,2,7.02,7.45,76880.34,1,0.896,0,0,76.5,32.32,4,0,0
34,2,1,2,3,0,7.47,8.97,124556.25,2,0.725,4,0,69.9,66.76,9,4,0
21,0,0,0,2,1,4.97,4.99,193344.66,5,0.706,0,1,68.4,27.28,9,2,0
27,0,0,0,1,2,4.35,3.57,69010.7,2,0.639,0,0,63.5,39.2,3,2,0
36,1,4,0,2,1,8.51,6.39,144193.98,1,1.0,1,1,68.6,44.64,7,2,0
24,0,4,2,4,1,2.69,2.55,127607.81,6,0.478,1,1,75.8,37.96,9,1,0
44,2,5,0,1,1,7.11,5.03,124351.78,4,0.869,2,1,86.5,40.09,3,1,1
41,0,1,3,0,0,13.84,13.58,172873.61,5,0.725,2,1,86.2,141.71,2,4,1
21,0,4,1,1,1,8.61,11.22,79890.12,4,0.959,5,0,92.0,66.84,1,2,0
24,1,1,3,2,2,15.85,14.0,151654.54,8,1.0,2,0,62.2,10.97,2,2,0
21,0,3,2,3,2,7.8,9.31,89740.3,0,0.676,2,1,93.2,16.7,0,0,0
25,0,2,2,1,1,1.4,2.51,80998.11,6,0.844,2,0,96.4,85.12,9,2,1
38,0,5,0,2,2,9.72,9.02,88534.65,3,0.773,2,1,88.7,99.95,7,2,0
28,1,5,0,1,1,19.42,20.84,153858.31,3,1.0,3,0,93.7,114.88,1,1,1
35,0,5,2,0,0,6.94,4.39,112188.05,3,1.0,3,0,69.1,263.53,7,1,0
21,1,4,2,2,2,6.58,5.87,182619.65,4,0.801,3,0,84.6,88.02,3,4,1
38,0,2,0,2,3,8.73,8.79,120481.7,7,0.665,2,0,94.3,132.97,2,2,0
27,1,4,0,4,1,13.69,13.35,123132.98,3,0.946,2,1,98.0,30.6,9,3,1
32,0,4,2,2,3,7.16,6.56,88481.9,7,0.782,2,0,86.6,17.16,5,0,0
31,1,2,2,2,3,5.48,4.03,149834.07,3,0.35,1,0,75.6,9.09,3,3,0
21,1,1,0,3,0,2.12,3.01,108505.98,3,0.829,3,0,80.1,100.45,3,4,0
22,0,5,0,1,2,10.24,12.17,220000.0,4,1.0,3,0,80.1,25.43,1,2,0
39,1,4,2,4,2,13.99,16.26,130961.77,3,0.491,2,0,77.3,40.86,1,1,0
35,0,2,2,3,1,12.81,13.1,172553.12,6,0.735,3,1,87.1,48.84,1,0,1
40,0,4,0,4,1,12.39,11.83,111994.14,2,0.67,3,0,80.0,30.95,9,3,1
34,0,4,1,3,2,6.72,7.32,88907.52,2,0.465,2,0,73.4,62.09,8,2,0
33,1,1,2,1,2,11.73,11.85,150022.61,2,0.838,1,0,82.1,62.77,2,2,0
21,0,1,0,2,0,1.71,1.5,95900.8,3,0.71,1,0,71.5,98.88,9,3,0
29,1,1,1,3,1,21.68,19.85,133822.89,4,0.827,1,0,89.3,53.05,9,0,0
31,0,5,2,4,2,6.39,5.56,108466.0,5,0.622,0,0,71.0,88.57,2,0,0
47,0,3,0,3,0,6.78,4.93,89311.82,4,0.59,1,0,63.8,76.4,2,2,0
37,1,4,0,2,2,14.57,14.73,217842.04,4,1.0,2,0,69.9,105.04,8,0,0
44,1,4,0,3,3,15.1,13.76,128161.65,5,0.874,5,1,92.8,31.61,5,1,0
36,1,1,2,3,2,7.9,5.8,133332.45,5,0.757,1,0,65.7,53.48,7,2,1
26,0,1,0,2,0,3.01,2.61,104669.51,5,0.473,0,0,79.0,89.71,8,2,0
32,1,3,0,4,2,10.22,11.29,110671.11,3,0.883,3,1,98.0,104.15,9,2,1
33,0,4,0,1,2,11.55,12.04,137775.37,6,0.644,0,0,79.3,49.27,9,0,0
24,0,2,1,3,0,18.07,17.44,137974.02,5,1.0,4,1,98.0,125.19,8,2,1
28,0,4,2,4,1,5.55,4.98,88451.81,5,0.915,1,0,80.6,8.99,3,0,0
30,0,3,3,2,0,5.93,2.93,110387.89,0,0.775,3,1,60.8,64.97,6,1,0
44,1,3,2,4,0,8.78,8.56,123859.05,1,0.642,4,0,75.3,85.14,5,2,0
21,0,4,0,2,1,14.25,12.91,155225.89,5,0.568,0,1,89.7,9.79,2,0,0
41,0,2,0,2,1,11.79,12.11,96231.06,3,0.743,1,0,94.6,43.58,2,3,0
24,0,3,0,3,2,7.43,7.42,67698.1,2,0.726,4,1,85.3,73.82,5,2,0
21,1,3,0,1,0,4.4,4.34,126680.1,10,0.797,1,0,85.2,54.03,3,0,0
41,1,1,0,1,2,16.04,17.61,128175.04,0,1.0,0,1,98.0,83.46,3,2,0
37,1,0,0,2,3,5.44,6.63,59507.38,7,0.611,3,0,85.5,231.35,1,4,0
42,1,3,2,3,2,14.84,14.36,103431.16,3,1.0,0,1,64.7,68.41,7,1,0
38,1,1,2,1,2,14.68,14.81,163484.44,4,1.0,1,1,70.9,88.85,2,2,1
48,1,4,2,4,2,9.63,8.9,111069.18,2,1.0,1,0,82.2,207.34,3,2,1
36,0,4,1,1,2,3.8,4.45,117621.14,2,0.508,2,1,83.9,77.19,3,2,0
30,1,4,2,2,2,7.2,7.28,104571.84,5,0.695,0,0,98.0,83.48,8,4,0
34,0,5,1,3,0,3.95,5.18,72370.6,4,0.368,4,1,96.6,65.6,3,1,0
41,1,1,0,1,1,8.62,5.69,124623.28,1,1.0,0,0,74.9,126.28,8,2,0
25,0,0,0,2,1,10.19,11.98,137196.88,3,1.0,2,1,88.8,115.17,1,2,0
26,0,4,0,3,1,12.4,14.15,113627.94,5,0.864,3,1,83.1,33.26,1,2,0
29,0,1,0,3,1,6.23,7.53,87048.34,5,0.941,1,1,98.0,31.02,0,1,1
21,0,5,0,3,2,1.29,1.0,93603.13,5,0.715,1,0,62.2,91.1,2,1,0
33,1,4,0,1,2,7.69,9.81,101877.9,2,1.0,1,1,89.1,40.36,1,0,0
21,0,3,2,1,0,12.05,13.55,134317.58,3,1.0,1,1,77.9,62.61,9,1,0
32,1,5,0,4,1,4.43,2.91,105695.27,3,0.784,1,1,75.4,54.81,2,0,0
38,1,5,0,3,3,5.7,5.45,78477.68,5,0.395,0,1,95.6,87.64,5,2,0
28,1,0,0,3,1,4.99,3.57,90270.64,3,0.647,3,0,63.3,133.81,2,2,0
45,0,0,1,2,2,11.71,10.89,87742.55,3,0.98,1,1,79.6,32.64,2,2,1
21,1,3,2,3,1,4.39,2.73,81612.55,2,0.973,1,0,87.2,52.0,5,2,0
41,0,4,0,2,1,11.52,10.99,202191.51,2,0.953,1,0,96.6,54.98,2,2,0
37,1,2,0,2,1,5.35,6.18,96429.64,1,0.843,4,1,98.0,150.41,0,2,0
21,0,5,2,2,0,10.65,11.0,148549.45,3,0.994,1,1,98.0,249.07,6,4,1
53,0,1,2,1,2,10.16,11.59,143506.39,1,0.818,4,1,93.3,207.87,4,0,0
31,1,4,0,3,1,10.68,13.39,165744.2,6,0.886,3,1,75.1,112.05,1,0,0
24,1,3,0,0,1,1.42,3.44,97906.36,2,0.416,4,0,91.5,208.79,1,1,0
21,0,3,3,3,2,0.77,2.22,101785.62,3,0.851,3,0,80.6,55.07,3,2,0
30,1,4,2,3,1,6.0,4.8,136234.86,3,0.535,1,0,98.0,71.7,7,1,0
30,1,2,3,2,1,10.46,11.46,108916.11,2,0.826,3,0,91.4,21.96,7,0,0
32,0,3,2,0,2,11.22,10.1,220000.0,6,0.923,3,0,87.3,9.45,2,0,1
29,1,3,2,2,2,10.21,8.14,104767.92,5,0.934,0,0,82.5,125.15,9,1,0
37,1,4,0,3,3,8.21,9.01,142987.88,2,0.612,4,0,66.6,100.72,0,1,0
28,1,4,2,2,2,3.4,4.57,74638.04,10,0.658,1,0,76.1,107.86,9,2,0
21,1,3,2,0,2,4.77,5.92,123697.56,6,0.764,5,1,98.0,30.71,0,2,0
30,1,3,0,1,1,14.12,12.59,162122.76,2,0.771,2,0,80.5,74.59,8,4,1
21,1,4,2,1,0,2.85,4.14,117775.52,2,0.623,2,1,80.3,102.6,1,0,1
34,1,4,2,2,0,6.59,4.12,79344.3,8,1.0,1,0,74.0,273.7,2,1,1
24,1,4,0,1,2,15.67,15.64,146753.3,11,0.323,2,0,86.2,26.69,3,4,0
33,0,1,0,1,0,10.24,8.61,179406.45,5,1.0,1,0,93.2,15.58,2,2,1
42,0,5,1,2,2,8.9,9.34,145097.46,7,1.0,1,0,80.8,91.1,9,1,0
24,0,2,2,3,2,7.74,6.54,100849.26,6,0.916,0,0,97.0,137.05,2,4,0
40,1,0,2,2,1,9.13,9.68,114564.56,2,0.445,2,0,80.7,81.93,3,3,0
28,1,1,0,1,1,20.9,20.01,148679.15,1,1.0,3,1,58.9,40.67,2,2,0
46,0,1,0,2,2,14.96,14.06,136446.58,6,0.69,2,0,98.0,109.59,9,0,0
29,0,4,1,2,2,9.28,10.0,70010.86,3,0.686,1,0,90.4,76.7,9,2,1
25,1,2,1,2,2,1.83,1.59,46161.94,1,0.753,0,0,67.0,100.49,9,1,0
37,1,1,1,3,2,6.24,3.99,176443.28,5,1.0,1,0,73.4,80.4,3,2,0
28,1,2,0,2,0,9.54,7.99,107551.81,9,0.952,0,0,98.0,38.22,9,2,0
25,0,1,0,4,2,6.72,6.3,69213.71,1,0.811,3,1,63.3,64.99,3,1,0
28,1,4,0,2,2,6.2,5.71,134187.71,2,0.368,2,0,79.3,70.82,9,4,0
31,0,4,2,2,2,13.73,11.28,220000.0,2,0.56,2,0,71.0,99.79,6,0,0
42,0,2,3,1,0,5.54,6.86,174022.56,3,0.966,0,0,98.0,74.77,4,0,1
21,0,4,0,4,2,2.4,1.0,90152.08,3,1.0,2,1,62.0,24.53,2,2,1
32,0,4,0,4,3,4.86,5.81,56496.66,2,1.0,1,1,86.5,59.64,8,1,0
36,1,5,3,2,1,11.9,11.36,162253.35,5,1.0,2,1,93.8,18.06,5,0,1
33,0,3,2,3,2,5.16,4.27,87489.06,3,0.359,2,1,72.7,102.48,5,2,0
42,0,4,0,3,1,13.68,12.92,120647.79,4,0.468,5,1,75.3,52.94,1,2,0
31,0,4,0,2,1,8.34,6.81,75017.36,3,0.979,4,1,98.0,46.45,3,2,0
30,0,4,0,3,1,16.87,15.66,116950.54,6,1.0,2,1,90.2,42.97,2,2,1
36,0,3,0,3,2,9.58,9.83,138271.4,5,0.529,0,1,95.5,19.95,9,1,0
32,1,2,0,3,0,12.03,13.26,151938.07,4,0.609,0,0,71.2,76.76,4,1,0
28,1,4,0,4,3,4.33,2.64,94910.3,2,0.751,1,0,89.5,58.8,9,2,0
36,0,0,2,2,2,7.91,7.64,93357.36,1,0.816,2,0,81.8,68.7,9,1,0
26,1,4,0,1,1,7.49,6.96,102498.72,2,0.668,2,0,89.1,42.15,3,2,0
27,1,4,2,3,1,14.97,14.1,141042.86,4,0.718,1,0,60.0,9.97,9,2,0
27,1,5,0,3,1,3.95,1.0,61082.96,4,0.307,2,0,58.8,82.02,7,4,0
42,0,4,0,1,2,28.5,28.93,220000.0,5,1.0,5,0,82.4,165.66,9,0,1
21,1,0,2,4,0,14.05,12.44,138128.85,7,0.489,1,0,88.2,32.49,5,2,1
35,0,3,2,4,1,4.82,4.71,101952.43,3,0.78,0,0,80.8,100.31,6,2,0
32,1,4,0,1,0,12.75,14.72,123664.78,4,0.695,4,0,72.9,136.45,0,1,0
21,1,1,0,3,0,1.97,3.5,135451.96,3,0.711,4,1,81.9,83.78,0,4,0
34,1,1,0,3,2,15.74,15.93,114526.34,4,0.996,4,0,90.6,140.01,1,4,0
35,1,5,0,0,1,6.54,7.56,100633.01,1,0.725,2,0,74.5,27.18,9,2,0
36,0,1,1,2,0,20.12,18.63,153444.73,1,0.625,2,1,98.0,73.52,2,1,1
21,0,1,0,3,0,7.37,10.25,93803.12,7,0.548,4,0,54.7,40.96,0,2,0
42,0,4,0,3,1,22.59,22.77,155477.16,4,1.0,2,0,80.7,31.79,9,0,1
26,1,3,0,1,2,5.36,4.59,112423.47,0,0.639,3,1,85.8,74.5,9,0,0
37,1,4,2,2,2,7.35,10.15,199860.12,5,0.655,2,0,68.7,41.4,1,4,1
37,1,4,0,1,2,12.07,11.74,220000.0,2,0.784,1,0,74.4,62.05,2,2,0
24,1,5,0,1,1,3.02,2.29,65045.98,1,0.67,3,1,93.2,47.44,9,2,0
37,1,4,2,2,0,11.9,11.79,145464.4,3,0.942,0,1,68.2,17.24,8,2,0
28,0,4,2,3,2,4.72,4.12,128901.35,2,0.917,1,0,77.9,18.47,7,4,1
21,1,3,0,1,0,18.57,19.11,160225.44,2,0.978,4,0,82.4,68.66,0,0,1
41,1,2,0,4,1,7.18,9.09,137255.88,2,0.865,4,0,87.3,13.14,4,2,1
25,0,4,2,2,1,8.81,11.84,98354.31,3,0.752,0,0,81.2,47.23,0,0,1
25,1,4,3,2,1,9.48,9.92,120735.36,4,0.71,2,1,82.2,75.82,7,1,0
28,0,4,0,2,2,12.73,10.84,85600.98,2,1.0,3,0,64.7,12.09,2,0,0
34,2,4,2,4,0,4.98,4.73,91688.29,4,1.0,0,0,71.5,56.32,7,4,0
31,1,3,2,0,1,6.14,5.85,74393.32,2,0.663,5,0,90.0,242.3,1,4,1
36,1,3,0,1,2,11.15,11.28,86690.86,2,0.991,2,0,88.3,39.88,1,2,0
21,0,3,0,2,2,18.03,16.86,136273.59,4,0.997,2,1,78.1,27.66,9,0,1
26,1,1,2,3,1,13.34,13.31,140936.58,7,0.411,3,0,93.0,31.08,7,1,1
31,1,2,1,1,1,18.91,21.32,216106.35,1,0.734,3,0,91.6,98.69,0,2,0
47,0,1,0,4,1,15.0,11.59,142324.27,4,0.73,6,1,73.7,64.75,9,1,0
31,1,5,0,3,1,9.51,7.68,77163.6,4,0.552,2,1,79.6,31.39,9,1,0
40,1,1,0,4,1,8.22,4.9,79817.44,1,0.835,2,1,67.3,85.25,5,2,0
32,0,2,0,2,1,8.08,11.58,179287.53,4,0.438,4,0,71.4,184.22,0,1,0
28,0,1,2,3,1,5.37,5.17,100501.56,6,0.985,2,0,98.0,103.62,9,3,1
30,1,1,3,4,2,4.14,2.68,72366.41,6,0.73,0,1,91.3,59.42,9,1,0
30,1,0,0,1,1,6.99,5.94,101684.75,5,1.0,2,1,78.4,95.34,3,4,0
36,1,4,1,0,2,10.97,8.42,111817.18,3,0.607,5,0,91.5,48.47,6,1,0
42,1,3,2,4,1,14.25,13.64,202129.58,1,0.801,1,1,84.9,97.5,3,2,0
34,0,2,0,3,2,11.26,10.45,135496.16,6,0.367,4,0,83.3,113.7,9,4,0
41,0,2,2,2,3,18.03,16.09,166061.0,4,0.706,0,0,72.4,27.29,5,2,0
24,0,3,2,1,3,7.84,7.08,69306.44,5,0.571,1,1,62.3,64.38,3,1,0
28,1,1,2,3,1,3.08,2.62,61486.86,3,0.795,2,1,72.7,20.8,7,0,0
26,1,4,0,0,0,7.53,5.68,91542.33,6,0.865,1,0,59.5,59.63,9,4,0
34,1,0,0,3,2,9.17,7.2,125886.44,5,1.0,2,0,94.6,84.09,7,2,1
29,1,4,0,0,0,23.08,21.79,182989.12,5,0.857,0,0,98.0,152.42,6,1,0
37,1,2,0,4,2,11.73,11.27,150677.9,3,0.434,0,0,81.9,8.32,8,4,0
24,1,4,2,0,2,5.39,5.33,114828.22,0,1.0,0,0,78.4,43.31,9,1,0
32,1,4,2,0,2,6.57,8.64,135120.3,1,0.877,3,1,98.0,103.02,1,2,1
37,0,4,2,3,2,7.5,7.98,143633.42,2,0.704,2,0,82.0,127.26,1,1,0
21,0,3,0,3,3,5.5,3.28,106902.33,3,0.864,1,0,74.1,3.73,8,2,0
48,0,4,2,4,1,17.44,18.83,155541.15,2,0.597,3,1,85.6,85.67,4,0,1
29,1,4,0,1,1,10.72,8.29,94140.81,4,0.731,4,0,72.3,34.13,6,2,0
21,0,4,2,4,1,2.12,1.5,62687.73,3,0.523,0,0,86.2,63.24,9,2,0
33,0,4,0,3,1,19.09,17.76,158155.67,4,0.484,0,0,52.8,110.43,7,2,0
32,1,4,0,3,1,5.78,5.14,122358.92,7,0.717,2,0,80.5,139.48,6,2,0
31,0,4,2,1,2,4.23,4.07,107703.62,4,0.337,3,1,87.4,88.63,3,2,0
39,0,2,2,1,1,10.65,10.69,149793.33,4,1.0,6,1,89.6,72.51,6,0,1
37,1,1,2,3,2,22.33,22.14,185370.14,2,1.0,2,0,84.2,68.2,6,4,1
34,1,1,0,3,1,11.73,12.54,163531.44,1,0.817,2,1,58.0,76.87,0,4,0
35,1,5,2,2,3,22.74,20.92,148138.84,5,1.0,1,0,68.5,112.52,6,1,1
31,1,1,2,3,1,7.76,8.43,124153.75,7,0.998,1,1,98.0,21.82,7,2,1
46,1,5,2,2,0,8.74,12.24,129713.92,6,0.805,3,0,67.1,90.63,0,1,1
21,0,4,0,3,2,5.84,3.25,110249.61,4,0.607,0,0,98.0,31.55,2,2,0
33,0,1,2,4,2,7.48,8.23,98266.56,1,1.0,2,0,84.6,136.41,1,0,0
32,1,1,0,4,1,5.84,8.02,85848.61,4,0.653,0,1,98.0,87.81,0,1,0
38,0,1,0,3,1,10.85,12.43,117875.4,4,0.836,2,0,70.4,32.73,1,1,0
25,0,3,0,2,1,4.54,4.04,115842.65,2,0.344,3,0,57.1,80.61,3,1,0
21,1,4,2,3,1,15.62,14.14,108987.2,3,0.701,2,0,77.8,132.19,5,0,0
33,1,2,0,1,2,11.64,12.21,105114.43,6,1.0,2,0,72.0,31.68,4,0,0
34,0,1,0,3,2,11.91,12.91,122764.64,6,0.855,3,1,95.4,50.77,7,0,0
43,0,4,2,2,1,11.54,8.81,117116.77,4,0.674,3,0,93.6,95.27,2,2,0
21,1,3,0,2,1,1.61,0.5,57212.95,1,0.75,1,0,98.0,13.08,5,1,0
